0.792,0.8,0.796,N
0.8,0.796,0.804,N
0.796,0.804,0.816,N
1.6,3.156,1.592,N
0.768,0.8,0.76,V
0.756,0.78,0.8,N
0.756,0.78,0.8,V
0.78,0.8,0.784,N
0.788,0.732,0.812,N
0.732,0.812,0.756,N
0.812,0.756,1.08,N
0.756,1.08,1.26,N
1.08,1.26,1.484,N
1.26,1.484,0.772,N
1.26,1.484,0.772,N
0.772,1.688,0.52,N
0.772,1.688,0.52,N
1.688,0.52,1.272,N
1.688,0.52,1.272,N
1.688,0.52,1.272,N
0.52,1.272,0.632,N
1.272,0.632,0.828,V
0.632,0.828,2.788,N
0.828,2.788,0.772,N
2.788,0.772,0.736,N
0.772,0.736,0.816,N
0.736,0.816,0.74,N
0.816,0.74,0.796,N
0.816,0.74,0.796,N
0.816,0.74,0.796,N
0.74,0.796,0.768,N
0.796,0.768,1.42,N
0.768,1.42,0.892,N
1.42,0.892,0.748,N
0.892,0.748,0.744,N
0.748,0.744,0.796,N
0.768,0.8,0.76,N
0.8,0.76,0.808,N
0.76,0.808,0.76,N
0.808,0.76,0.776,N
0.76,0.776,0.796,N
0.776,0.796,0.78,N
0.796,0.78,0.784,N
0.78,0.784,0.784,N
0.784,0.784,0.776,N
0.784,0.776,0.792,N
0.776,0.792,0.776,N
0.792,0.776,0.784,N
0.776,0.784,0.792,N
0.784,0.792,0.784,N
0.792,0.784,0.8,N
0.784,0.8,0.816,N
0.8,0.816,0.784,N
0.816,0.784,0.792,N
0.784,0.792,0.792,N
0.792,0.792,0.792,N
0.792,0.792,0.804,N
0.792,0.804,0.788,N
0.804,0.788,0.792,N
0.788,0.792,0.796,N
0.792,0.796,0.804,N
0.796,0.804,0.84,N
0.804,0.84,0.736,N
0.84,0.736,0.816,N
0.736,0.816,0.8,N
0.816,0.8,0.792,N
0.8,0.792,0.788,N
0.792,0.788,0.828,N
0.788,0.828,0.776,N
0.828,0.776,0.8,N
0.776,0.8,0.808,N
0.8,0.808,0.808,N
0.808,0.808,0.796,N
0.808,0.796,0.8,N
0.796,0.8,0.808,N
0.8,0.808,0.804,N
1.564,1.568,0.816,N
1.568,0.816,0.804,N
0.816,0.804,0.796,N
0.816,0.804,0.796,N
0.804,0.796,0.796,N
0.796,0.796,0.816,N
0.796,0.816,0.8,N
0.796,0.816,0.8,N
0.816,0.8,0.788,N
0.8,0.788,0.812,N
0.788,0.812,0.788,N
0.812,0.788,0.804,N
0.848,0.808,0.824,V
1.6,1.6,1.608,N
1.6,1.608,1.624,N
1.608,1.624,1.596,N
1.628,1.632,1.612,N
0.812,1.648,0.812,N
1.648,0.812,0.808,N
0.812,0.808,0.824,N
0.808,0.824,0.82,N
0.824,0.82,0.824,N
0.824,0.82,0.824,N
0.824,0.808,0.804,N
0.808,0.804,1.62,N
0.804,1.62,0.808,N
1.62,0.808,0.8,V
0.808,0.8,0.812,N
0.8,0.812,0.808,N
0.8,0.804,0.812,N
1.596,1.612,1.596,N
0.78,0.776,0.78,N
0.776,0.78,0.76,N
0.78,0.76,0.824,N
0.76,0.824,0.752,N
0.824,0.752,0.764,N
0.752,0.764,0.768,N
0.764,0.768,0.784,N
0.768,0.784,0.756,N
0.784,0.756,0.772,N
0.756,0.772,0.768,N
0.772,0.768,0.772,V
0.768,0.772,0.768,N
0.776,0.752,0.8,N
0.752,0.8,0.772,N
0.772,0.772,0.76,N
0.772,0.76,0.784,N
0.76,0.784,0.76,N
0.76,0.776,0.76,N
0.808,1.528,1.604,N
1.528,1.604,0.768,N
1.604,0.768,0.748,N
0.676,0.828,0.764,N
0.828,0.764,0.736,N
0.764,0.736,0.764,N
0.764,0.736,0.764,N
0.736,0.764,0.744,N
0.764,0.744,0.768,N
0.744,0.768,0.752,N
0.768,0.752,0.756,N
0.752,0.756,0.748,N
0.756,0.748,0.78,N
0.748,0.78,0.736,N
0.78,0.736,0.768,N
0.736,0.768,0.74,N
0.768,0.74,0.748,N
0.74,0.748,0.76,N
0.748,0.76,0.76,N
0.76,0.76,0.76,N
0.76,0.76,0.736,N
0.76,0.736,0.756,N
0.736,0.756,0.764,N
0.756,0.764,0.748,N
0.764,0.748,0.756,N
0.748,0.756,0.736,N
0.756,0.736,0.756,N
0.736,0.756,0.756,N
0.756,0.756,0.752,N
0.756,0.752,0.752,N
0.752,0.752,0.752,N
0.752,0.752,0.752,N
0.752,0.752,0.76,N
0.752,0.76,0.76,N
0.76,0.76,0.78,N
0.76,0.78,0.764,N
0.78,0.764,0.76,N
0.764,0.76,0.772,N
0.76,0.772,0.756,N
0.772,0.756,0.76,N
0.756,0.76,0.78,N
0.76,0.78,0.74,N
0.78,0.74,0.792,N
0.74,0.792,0.768,N
0.792,0.768,0.768,N
0.768,0.768,0.768,N
0.768,0.768,0.78,N
0.768,0.78,0.76,N
0.78,0.76,0.772,N
0.76,0.772,0.772,N
0.772,0.772,0.784,N
0.772,0.784,0.764,N
0.784,0.764,0.78,N
0.764,0.78,0.772,N
0.78,0.772,0.78,N
0.772,0.78,0.78,N
0.78,0.78,0.776,N
1.552,1.552,1.544,N
1.544,1.564,1.512,N
1.564,1.512,0.78,N
1.512,0.78,0.792,N
1.512,0.78,0.792,N
0.78,0.792,1.016,N
0.78,0.792,1.016,N
0.792,1.016,0.576,N
1.016,0.576,1.584,N
1.016,0.576,1.584,N
0.576,1.584,1.512,N
1.584,1.512,0.8,V
1.512,0.8,0.8,N
0.8,0.8,0.732,V
0.8,0.732,1.588,N
0.8,0.732,1.588,N
0.732,1.588,0.804,N
1.588,0.804,0.74,N
0.804,0.74,0.78,N
0.74,0.78,0.788,V
0.78,0.788,0.748,N
0.788,0.748,0.78,N
0.788,0.748,0.78,N
0.748,0.78,0.776,N
0.78,0.776,0.76,N
0.776,0.76,0.792,N
0.76,0.792,0.76,N
0.792,0.76,0.784,N
0.76,0.784,0.764,N
0.784,0.764,0.784,N
0.764,0.784,0.756,N
0.784,0.756,0.78,N
0.756,0.78,0.764,N
0.78,0.764,0.792,N
0.764,0.792,0.776,N
0.792,0.776,0.78,N
0.776,0.78,0.816,N
0.78,0.816,0.74,N
0.816,0.74,0.76,N
0.74,0.76,0.788,N
0.76,0.788,0.756,N
0.788,0.756,0.836,N
1.548,1.58,1.56,N
1.588,1.6,1.576,N
1.588,1.6,1.576,N
1.6,1.576,1.576,N
1.576,1.576,0.808,N
1.576,0.808,0.816,N
0.808,0.816,0.796,N
0.816,0.796,0.804,N
0.796,0.804,0.788,N
0.804,0.788,0.804,N
0.804,0.788,0.804,N
0.788,0.804,0.8,V
0.804,0.8,0.816,N
0.816,0.792,0.804,V
0.816,0.792,0.804,N
0.792,0.804,0.804,N
0.804,0.812,0.812,V
0.812,0.812,0.784,N
0.812,0.784,0.808,N
0.784,0.808,0.82,N
0.808,0.82,0.796,N
0.82,0.796,0.808,N
0.796,0.808,0.82,N
0.808,0.82,0.788,N
0.82,0.788,0.816,N
0.788,0.816,0.8,N
0.816,0.8,0.808,N
0.8,0.808,0.812,N
0.808,0.812,0.796,N
0.812,0.796,0.816,N
0.796,0.816,0.784,N
0.8,0.804,0.808,N
0.804,0.808,0.8,N
0.808,0.8,0.808,N
0.8,0.808,0.796,N
0.796,0.792,0.8,N
0.792,0.8,0.8,N
0.8,0.8,0.816,N
0.8,0.816,0.804,N
0.816,0.804,0.8,N
0.804,0.8,0.796,N
0.8,0.796,0.824,N
0.796,0.824,0.788,N
0.824,0.788,0.808,N
0.784,0.808,0.808,N
0.808,0.808,0.8,N
0.808,0.8,0.792,N
0.8,0.792,0.804,N
0.788,0.808,0.808,N
0.808,0.808,0.8,N
0.808,0.8,0.796,N
0.8,0.796,0.8,N
0.82,0.812,0.832,N
0.828,0.796,0.82,N
0.796,0.82,0.816,N
0.82,0.816,0.804,N
0.816,0.804,0.812,N
0.804,0.812,0.804,N
0.812,0.804,0.824,N
0.804,0.824,0.808,N
0.824,0.808,0.816,N
0.808,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.804,N
0.816,0.804,0.82,N
0.804,0.82,0.816,N
0.82,0.816,0.808,N
0.816,0.808,0.808,N
0.808,0.808,0.836,N
0.808,0.836,0.804,N
0.836,0.804,0.816,N
0.804,0.816,0.82,N
0.816,0.82,0.804,N
0.82,0.804,0.812,N
0.804,0.812,0.828,N
0.812,0.828,0.8,N
0.828,0.8,0.824,N
0.8,0.824,0.82,N
0.82,0.796,0.812,N
0.796,0.812,0.82,N
0.812,0.82,0.8,N
0.82,0.8,0.824,N
0.8,0.824,0.792,N
0.824,0.792,0.808,N
0.792,0.808,0.808,N
0.808,0.808,0.816,N
0.808,0.808,0.816,N
0.816,0.792,0.816,N
0.792,0.816,0.804,N
0.816,0.804,0.804,N
0.816,0.8,0.8,N
0.8,0.8,0.808,N
0.8,0.808,0.808,N
0.808,0.808,0.796,N
0.804,0.812,0.804,N
0.812,0.804,0.828,N
0.804,0.812,0.804,N
0.812,0.804,0.812,N
0.804,0.812,0.808,N
0.816,0.836,0.784,N
0.808,0.824,0.796,N
0.824,0.796,0.816,N
0.796,0.816,0.808,N
0.816,0.808,0.812,N
0.808,0.812,0.808,N
0.812,0.804,0.804,N
0.804,0.804,0.8,N
0.804,0.8,0.804,N
0.8,0.804,0.804,N
0.804,0.804,0.8,N
0.804,0.8,0.796,N
0.804,0.8,0.796,N
0.796,0.812,0.792,N
0.812,0.792,0.808,N
0.792,0.808,0.792,N
0.808,0.792,0.812,N
0.792,0.812,0.796,N
0.812,0.796,0.796,N
0.796,0.796,0.796,N
0.796,0.796,0.8,N
0.796,0.8,0.808,N
0.796,0.8,0.808,N
0.8,0.808,0.796,N
0.808,0.796,0.812,N
0.812,0.796,0.816,N
0.796,0.816,0.808,N
0.816,0.808,0.8,N
0.808,0.8,0.812,N
0.8,0.812,0.812,N
0.812,0.812,0.812,N
0.812,0.812,0.824,N
0.812,0.824,0.8,N
0.824,0.8,0.816,N
0.8,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.804,N
0.816,0.804,0.816,N
0.804,0.816,0.816,N
0.816,0.816,0.824,N
0.816,0.824,0.816,N
0.824,0.816,0.816,N
0.816,0.816,0.808,N
0.808,0.8,0.808,N
0.8,0.808,0.812,N
0.808,0.812,0.804,N
0.812,0.804,0.812,N
0.804,0.812,0.644,N
0.812,0.644,0.944,N
0.644,0.944,0.82,N
0.944,0.82,0.812,N
0.82,0.812,0.812,N
0.812,0.812,0.812,N
0.812,0.812,0.808,N
0.812,0.808,0.808,N
0.808,0.808,0.816,N
0.808,0.816,0.808,N
0.816,0.808,0.816,N
0.808,0.816,0.812,N
0.816,0.812,0.808,N
0.812,0.808,0.812,V
0.808,0.812,0.816,N
0.812,0.816,0.804,N
0.816,0.804,0.812,N
0.804,0.812,0.816,N
0.812,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.82,N
0.816,0.82,0.82,N
0.82,0.82,0.816,N
0.82,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.824,N
0.82,0.824,0.812,N
0.824,0.812,0.824,N
0.812,0.824,0.816,N
0.824,0.816,0.82,N
0.816,0.82,0.832,N
0.82,0.832,0.812,N
0.832,0.812,0.812,N
0.812,0.812,0.84,N
0.812,0.84,0.824,N
0.84,0.824,0.796,N
0.824,0.796,0.82,N
0.796,0.82,0.816,N
0.82,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.812,N
0.82,0.812,0.824,N
0.812,0.824,0.804,N
0.824,0.804,0.828,N
0.804,0.828,0.816,N
0.828,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.808,N
0.816,0.808,0.816,N
0.808,0.816,0.808,N
0.816,0.808,0.824,N
0.808,0.824,0.808,N
0.824,0.808,0.832,N
0.808,0.832,0.824,N
0.832,0.824,0.824,N
0.824,0.824,0.808,N
0.824,0.808,0.824,N
0.808,0.824,0.808,N
0.824,0.808,0.824,N
0.808,0.824,0.824,N
0.824,0.824,0.808,N
0.824,0.808,0.816,N
0.808,0.816,0.82,N
0.816,0.82,0.82,N
0.82,0.82,0.812,N
0.82,0.812,0.816,N
0.812,0.816,0.808,N
0.816,0.808,0.82,N
0.808,0.82,0.82,N
0.82,0.82,0.804,N
0.82,0.804,0.82,N
0.804,0.82,0.812,N
0.82,0.812,0.816,N
0.812,0.816,0.828,N
0.816,0.828,0.812,N
0.828,0.812,0.82,N
0.812,0.82,0.808,N
0.82,0.808,0.816,N
0.808,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.82,N
0.816,0.82,0.808,N
0.82,0.808,0.828,N
0.808,0.828,0.816,N
0.828,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.812,N
0.816,0.812,0.812,N
0.812,0.812,0.816,N
0.812,0.816,0.816,N
0.816,0.816,0.804,N
0.816,0.804,0.816,N
0.804,0.816,0.82,N
0.816,0.82,0.808,N
0.808,0.824,0.82,N
0.824,0.82,0.82,N
0.82,0.82,0.816,N
0.82,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.812,N
0.816,0.812,0.812,N
0.812,0.812,0.82,N
0.812,0.82,0.8,N
0.82,0.8,0.812,N
0.8,0.812,0.804,N
0.812,0.804,0.824,N
0.804,0.824,0.82,N
0.824,0.82,0.808,N
0.82,0.808,0.816,N
0.812,0.812,0.816,N
0.812,0.816,0.84,N
0.816,0.84,0.804,N
0.84,0.804,0.816,N
0.804,0.816,0.828,N
0.816,0.828,0.824,N
0.828,0.824,0.82,N
0.824,0.82,0.812,N
0.82,0.812,0.82,N
0.812,0.82,0.816,N
0.82,0.816,0.816,N
0.816,0.816,0.824,N
0.816,0.824,0.816,N
0.824,0.816,0.824,N
0.816,0.824,0.808,N
0.824,0.808,0.816,N
0.808,0.816,0.82,N
0.816,0.82,0.812,N
0.82,0.812,0.828,N
0.812,0.828,0.812,N
0.828,0.812,0.808,N
0.812,0.808,0.816,N
0.808,0.816,0.812,N
0.816,0.812,0.804,N
0.812,0.804,0.8,N
0.804,0.8,0.808,N
0.8,0.808,0.812,N
0.808,0.812,0.812,N
0.812,0.812,0.816,N
0.812,0.816,0.832,N
0.816,0.832,0.804,N
0.832,0.804,0.816,N
0.804,0.816,0.816,N
0.816,0.816,0.82,N
0.816,0.82,0.808,N
0.82,0.808,0.816,N
0.808,0.816,0.824,N
0.816,0.824,0.816,N
0.824,0.816,0.816,N
0.816,0.816,0.816,N
1.612,1.62,1.604,N
1.62,1.604,1.624,N
1.604,1.624,1.608,N
1.604,1.624,1.608,N
1.624,1.608,1.624,N
1.608,1.624,1.024,N
1.624,1.024,0.58,N
1.624,1.024,0.58,N
1.576,1.6,1.62,N
1.6,1.62,1.592,N
1.62,1.592,1.596,N
0.812,0.796,0.816,V
0.796,0.816,0.812,N
0.816,0.812,0.808,N
0.812,0.808,0.816,A
0.808,0.816,0.812,N
0.816,0.812,0.8,N
0.812,0.8,0.828,V
0.8,0.828,0.808,N
0.828,0.808,0.816,N
0.808,0.816,0.812,V
0.816,0.812,0.82,N
0.812,0.82,0.804,N
0.82,0.804,0.816,N
0.804,0.816,0.808,N
0.816,0.808,0.812,N
0.808,0.812,0.816,N
0.812,0.816,0.812,N
0.816,0.812,0.824,N
0.812,0.824,0.816,N
0.824,0.816,0.82,N
0.816,0.82,0.792,N
0.82,0.792,0.844,N
0.792,0.844,0.812,N
0.792,0.844,0.812,N
0.844,0.812,0.816,N
0.812,0.816,0.82,N
0.816,0.82,0.828,N
0.82,0.828,1.648,N
0.828,1.648,0.8,N
1.648,0.8,0.812,N
0.8,0.812,0.804,N
0.812,0.804,1.62,N
0.804,1.62,0.828,N
1.62,0.828,1.62,N
1.62,0.828,1.62,N
1.62,0.796,0.824,N
0.796,0.824,0.8,N
0.796,0.824,0.8,N
0.824,0.8,0.796,V
0.8,0.796,0.816,A
0.796,0.816,0.808,N
0.816,0.808,0.796,N
0.808,0.796,0.816,N
0.796,0.816,0.808,N
0.816,0.808,0.808,N
0.808,0.808,0.816,N
0.808,0.816,0.804,N
0.816,0.804,0.808,N
0.804,0.808,0.808,N
0.808,0.808,0.808,N
0.808,0.808,0.796,N
0.808,0.796,0.808,N
0.796,0.808,0.792,N
0.808,0.792,0.812,N
0.792,0.812,0.808,N
0.812,0.808,0.8,N
0.808,0.8,0.808,N
0.8,0.808,0.8,N
0.808,0.8,0.804,N
0.8,0.804,0.796,N
0.8,0.804,0.796,N
0.796,0.796,0.812,N
0.796,0.812,0.788,N
0.812,0.788,0.8,N
0.788,0.8,0.812,N
0.8,0.812,0.788,N
0.812,0.788,0.792,N
0.788,0.792,0.8,N
0.792,0.8,0.792,N
0.792,0.8,0.792,N
0.8,0.792,0.78,N
0.792,0.78,0.784,N
0.78,0.784,0.836,N
0.784,0.836,0.792,N
0.836,0.792,0.776,N
0.792,0.776,0.796,N
0.776,0.796,0.792,N
0.796,0.792,0.796,N
0.792,0.796,0.8,N
0.8,0.8,0.84,N
0.8,0.8,0.84,N
0.84,0.768,0.804,N
0.768,0.804,0.796,N
0.804,0.796,0.808,N
0.796,0.808,0.804,N
0.808,0.804,0.796,N
0.808,0.804,0.796,N
0.796,0.808,0.792,N
0.808,0.792,0.816,N
0.792,0.816,0.812,N
0.816,0.812,0.796,N
0.812,0.796,0.812,N
0.796,0.812,0.796,N
0.812,0.796,0.808,N
0.796,0.808,0.808,N
0.808,0.808,0.816,N
0.808,0.816,0.816,N
0.816,0.816,0.816,N
0.816,0.816,0.808,N
0.816,0.808,0.812,N
0.808,0.812,0.82,N
0.812,0.82,0.816,N
0.82,0.816,0.808,N
0.816,0.808,0.816,N
0.808,0.816,0.816,N
0.816,0.816,0.824,N
0.816,0.824,0.812,N
0.824,0.812,0.804,N
0.812,0.804,0.824,N
0.804,0.824,0.812,N
0.824,0.812,0.816,N
0.812,0.816,0.828,N
0.816,0.828,0.816,N
0.828,0.816,0.808,N
0.816,0.808,0.816,N
0.808,0.816,0.816,N
0.816,0.816,0.824,N
0.816,0.824,0.824,N
0.824,0.824,0.832,N
0.824,0.832,0.796,N
0.832,0.796,0.812,N
0.796,0.812,0.82,N
0.812,0.82,0.816,N
0.82,0.816,0.812,N
0.816,0.812,0.808,N
0.812,0.808,0.812,N
0.808,0.812,0.828,N
0.812,0.828,0.808,N
0.828,0.808,0.804,N
0.808,0.804,0.804,N
0.804,0.804,0.828,N
0.804,0.828,0.808,N
0.828,0.808,0.808,N
0.808,0.808,0.808,N
0.808,0.808,0.812,N
0.808,0.812,0.812,N
0.812,0.812,0.812,N
0.812,0.812,0.804,N
0.812,0.804,0.812,N
0.804,0.812,0.808,N
0.812,0.808,0.816,N
0.808,0.816,0.804,N
0.816,0.804,0.804,N
0.804,0.804,0.816,N
0.804,0.816,0.808,N
0.816,0.808,0.816,N
0.808,0.816,0.808,N
0.816,0.808,0.808,N
0.808,0.808,0.816,N
0.808,0.816,0.808,N
0.816,0.808,0.808,N
0.808,0.808,0.808,N
0.808,0.808,0.82,N
0.808,0.82,0.812,N
0.82,0.812,0.808,N
0.812,0.808,0.804,N
0.808,0.804,0.812,N
0.804,0.812,0.812,N
0.812,0.812,0.824,N
0.812,0.824,0.82,N
0.824,0.82,0.82,N
0.82,0.82,0.812,N
0.82,0.812,0.82,N
0.812,0.82,0.82,N
0.82,0.82,0.824,N
0.82,0.824,0.816,N
0.824,0.816,0.82,N
0.816,0.82,0.82,N
0.82,0.82,0.82,N
0.82,0.82,0.828,N
0.82,0.828,0.824,N
0.828,0.824,0.82,N
0.824,0.82,0.82,N
0.82,0.82,0.824,N
0.82,0.824,0.824,N
0.824,0.824,0.816,N
0.824,0.816,0.824,N
0.816,0.824,0.776,N
0.824,0.776,0.876,N
0.824,0.776,0.876,N
0.776,0.876,0.832,N
0.876,0.832,0.892,N
0.832,0.892,1.18,N
0.824,1.632,1.64,N
0.824,1.632,1.64,N
1.632,1.64,0.952,N
1.64,0.952,2.192,N
0.952,2.192,0.932,N
0.952,2.192,0.932,N
2.192,0.932,0.808,N
2.192,0.932,0.808,N
0.932,0.808,1.6,N
0.808,1.6,0.804,N
1.6,0.804,0.824,N
1.6,0.804,0.824,N
0.804,0.824,0.796,N
0.836,0.744,0.796,N
0.744,0.796,0.828,N
0.796,0.828,0.832,N
0.796,0.808,0.828,N
0.796,0.808,0.828,N
0.828,0.796,0.836,N
0.828,0.796,0.836,N
0.836,0.796,0.848,N
0.796,0.848,0.976,N
0.848,0.976,0.696,N
0.976,0.696,0.764,N
0.696,0.764,0.908,N
0.764,0.908,0.74,N
0.908,0.74,0.86,N
0.74,0.86,0.804,N
0.74,0.86,0.804,N
0.804,0.836,0.804,N
0.732,0.856,0.852,N
0.852,0.752,0.836,N
0.808,0.8,0.816,N
0.8,0.816,0.8,N
0.816,0.8,0.832,N
0.728,1.316,1.132,N
1.316,1.132,0.868,N
0.892,0.98,0.968,N
0.98,0.968,0.512,N
0.968,0.512,0.816,N
0.512,0.816,0.504,N
0.816,0.504,1.32,N
0.784,0.792,0.796,N
0.796,0.808,0.804,N
0.808,0.804,0.8,N
0.808,0.804,0.8,N
0.8,0.804,0.8,N
0.8,0.804,0.8,N
0.8,0.8,0.824,N
0.8,0.824,0.804,N
0.824,0.804,0.812,N
0.804,0.812,0.808,N
0.812,0.808,0.812,N
0.808,0.812,0.808,N
0.812,0.808,0.812,N
0.808,0.812,0.796,N
0.812,0.796,0.808,N
0.796,0.808,0.812,V
0.808,0.812,0.816,N
0.812,0.816,0.808,N
0.816,0.808,0.812,N
0.808,0.812,0.816,N
0.812,0.816,0.804,N
0.816,0.804,0.808,N
0.804,0.808,0.816,N
0.808,0.816,0.812,N
0.816,0.812,0.812,N
0.812,0.812,0.812,N
0.812,0.812,0.816,N
0.812,0.816,0.816,N
0.816,0.816,0.812,N
0.816,0.812,0.832,N
0.812,0.832,0.8,N
0.832,0.8,0.82,N
0.8,0.82,0.804,N
0.82,0.804,0.816,N
0.804,0.816,0.82,N
0.816,0.82,0.808,N
0.82,0.808,0.816,N
0.808,0.816,0.824,N
0.816,0.824,0.824,N
0.816,0.824,0.824,N
0.824,0.816,0.824,N
0.816,0.824,0.82,N
0.824,0.82,0.82,N
0.82,0.82,0.816,N
1.632,1.636,0.788,N
1.636,0.788,0.86,N
0.788,0.86,0.82,N
0.86,0.82,0.824,N
0.86,0.82,0.824,N
0.82,0.824,0.828,V
0.82,0.824,0.828,N
0.824,0.828,0.82,N
0.828,0.82,1.604,N
0.832,0.832,0.828,N
0.832,0.828,0.832,N
0.828,0.832,0.832,N
0.832,0.832,0.832,N
0.832,0.832,0.836,N
0.832,0.836,0.824,N
0.836,0.824,0.84,N
0.824,0.84,0.824,N
0.84,0.824,0.84,N
0.824,0.84,0.824,N
0.84,0.824,0.832,V
0.824,0.832,0.832,N
0.832,0.832,0.832,N
0.832,0.832,0.824,N
0.832,0.824,0.836,N
0.832,0.824,0.836,N
0.836,0.828,0.816,N
0.828,0.816,0.828,N
0.816,0.828,0.82,N
0.828,0.82,0.824,N
0.82,0.824,0.836,N
0.824,0.836,0.836,N
0.832,0.82,0.836,N
0.82,0.836,0.836,N
0.836,0.836,0.828,N
0.836,0.828,0.824,V
0.828,0.824,0.832,N
0.824,0.832,0.828,N
0.82,0.824,0.808,N
0.824,0.808,0.828,N
0.808,0.828,0.824,N
0.828,0.824,0.82,N
0.824,0.82,0.816,N
0.82,0.816,0.82,N
0.816,0.82,0.816,N
0.82,0.816,0.824,N
0.816,0.824,0.816,N
0.824,0.816,0.816,N
0.816,0.816,0.824,N
0.816,0.824,0.824,N
0.824,0.824,0.82,N
0.824,0.82,0.828,N
0.82,0.828,0.824,N
0.828,0.824,0.824,N
0.824,0.824,0.824,N
0.824,0.824,0.82,N
0.824,0.82,0.824,N
0.82,0.824,0.824,N
0.824,0.824,0.836,N
0.824,0.836,0.82,N
0.836,0.82,0.824,N
0.82,0.824,0.828,N
0.824,0.828,0.824,N
0.828,0.824,0.82,N
0.824,0.82,0.82,N
0.824,0.824,0.836,N
0.824,0.824,0.836,N
0.824,0.836,0.82,N
0.836,0.82,0.8,N
0.82,0.8,1.26,N
0.8,1.26,1.24,N
1.26,1.24,0.82,N
0.82,0.824,0.828,N
0.824,0.828,0.828,N
0.828,0.828,0.832,N
0.82,0.828,0.828,N
0.828,0.828,0.828,N
0.828,0.828,0.828,N
0.828,0.828,0.82,N
0.828,0.82,0.828,N
0.82,0.828,0.824,N
0.828,0.824,0.836,N
0.824,0.836,0.832,N
0.836,0.832,0.824,N
0.832,0.824,0.832,N
0.824,0.832,0.828,N
0.832,0.828,0.836,N
0.828,0.836,0.828,N
0.836,0.828,0.844,N
1.648,1.644,1.652,N
1.652,1.636,1.636,N
1.636,1.636,1.652,N
1.62,1.64,1.62,N
1.64,1.62,1.656,N
1.656,1.62,1.632,N
0.816,0.836,0.828,N
0.824,0.824,0.832,N
0.824,0.832,0.824,N
0.832,0.824,0.824,N
0.824,0.824,0.82,N
0.824,0.82,0.828,V
0.824,0.82,0.828,N
