Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,923,61,15,0,61,938,0,93.8938938938939,93.8938938938939,0.0,0,15,984,0,98.49849849849849,98.49849849849849,0.0
454,1573,6,54,1483,73,77,0,73,1554,6,95.16227801592161,95.51321450522434,0.0,4,73,1506,50,92.46785058175138,95.37682077264091,7.4074074074074066
482,5275,0,48,4024,770,529,0,770,4553,0,85.53447304151794,85.53447304151794,0.0,40,489,4786,8,90.66315987225249,90.72985781990522,83.33333333333334
281,3310,0,27,1108,55,2174,0,55,3282,0,98.35181300569373,98.35181300569373,0.0,18,2156,1154,9,35.12136649685346,34.86404833836858,66.66666666666666
218,7474,0,3,7420,18,39,0,18,7459,0,99.75926173599036,99.75926173599036,0.0,0,39,7435,3,99.43827738397754,99.47819106234948,0.0
444,10475,0,6,10360,84,37,0,84,10397,0,99.1985497567026,99.1985497567026,0.0,5,32,10443,1,99.68514454727602,99.6945107398568,83.33333333333334
443,11543,23,220,1729,7969,2088,17,7952,3811,6,32.47921262514848,32.39819773867211,73.91304347826086,142,1946,9620,78,82.82708297980655,83.17482275635484,64.54545454545455
485,6738,3,134,2573,524,3778,2,522,6350,1,92.39272727272727,92.40395809080326,66.66666666666666,85,3693,3048,49,45.57090909090909,45.21584334668447,63.43283582089553
484,8673,2,18,8509,85,99,0,85,8606,2,98.9991947544001,99.0219767575653,0.0,1,98,8577,17,98.6770965144369,98.87031700288185,5.555555555555555
212,9063,12,48,8526,301,296,12,289,8822,0,96.83218239614162,96.82801009768411,100.0,43,253,8822,5,97.17198290036173,97.21212121212122,89.58333333333334
437,490,0,0,78,349,63,0,349,141,0,28.775510204081634,28.775510204081634,0.0,0,63,427,0,87.14285714285714,87.14285714285714,0.0
219,5109,0,1,5024,31,55,0,31,5079,0,99.39334637964775,99.39334637964775,0.0,0,55,5054,1,98.9041095890411,98.92346838911725,0.0
452,10119,23,380,2853,2808,4861,17,2791,7708,6,73.41760121649877,73.41651585865321,73.91304347826086,295,4566,5576,85,55.797376924539066,54.97929402484717,77.63157894736842
401,6982,0,1,6804,47,132,0,47,6936,0,99.32693684662752,99.32693684662752,0.0,0,132,6850,1,98.09537448088214,98.10942423374391,0.0
451,1784,0,1,1530,57,198,0,57,1728,0,96.80672268907563,96.80672268907563,0.0,0,198,1586,1,88.8515406162465,88.90134529147981,0.0
230,5235,0,2,5227,4,6,0,4,5233,0,99.92362039335497,99.92362039335497,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9591,152,81,0,152,9672,0,98.45276872964169,98.45276872964169,0.0,0,81,9740,3,99.14495114006515,99.1752367376031,0.0
216,6876,0,1,6591,107,179,0,107,6770,0,98.44408899229316,98.44408899229316,0.0,1,178,6698,0,97.41166206194562,97.41128563118092,100.0
476,2540,0,11,710,919,922,0,919,1632,0,63.9749117992944,63.9749117992944,0.0,7,915,1625,4,63.9749117992944,63.976377952755904,63.63636363636363
403,3825,0,0,3805,5,15,0,5,3820,0,99.86928104575163,99.86928104575163,0.0,0,15,3810,0,99.6078431372549,99.6078431372549,0.0
