Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,974,10,15,0,10,989,0,98.998998998999,98.998998998999,0.0,0,15,984,0,98.49849849849849,98.49849849849849,0.0
454,1573,6,54,1497,46,90,0,46,1581,6,96.8156766687079,97.17271051014137,0.0,1,89,1490,53,91.30434782608695,94.36352121595947,1.8518518518518516
482,5275,0,48,4412,230,681,0,230,5093,0,95.67912831110276,95.67912831110276,0.0,41,640,4635,7,87.84520007514558,87.86729857819905,85.41666666666666
281,3310,0,27,1255,83,1999,0,83,3254,0,97.51273599041055,97.51273599041055,0.0,19,1980,1330,8,40.42553191489361,40.181268882175225,70.37037037037037
218,7474,0,3,7430,21,26,0,21,7456,0,99.71913869198876,99.71913869198876,0.0,0,26,7448,3,99.61214390798449,99.65212737489966,0.0
444,10475,0,6,10402,27,52,0,27,10454,0,99.74239099322584,99.74239099322584,0.0,5,47,10428,1,99.54202843240148,99.55131264916469,83.33333333333334
443,11543,23,220,3804,6322,1660,17,6305,5458,6,46.45341931104701,46.39972796055428,73.91304347826086,145,1515,10051,75,86.50941795350415,86.90126232059485,65.9090909090909
485,6738,3,134,4499,399,1977,2,397,6475,1,94.21090909090908,94.22293364377182,66.66666666666666,85,1892,4849,49,71.76727272727273,71.93294763388222,63.43283582089553
484,8673,2,18,8545,53,95,0,53,8638,2,99.36730702864374,99.39017374295248,0.0,1,94,8581,17,98.72311054871736,98.9164265129683,5.555555555555555
212,9063,12,48,8559,226,338,12,214,8897,0,97.65428039022251,97.65119086818132,100.0,43,295,8780,5,96.71160802367642,96.74931129476583,89.58333333333334
437,490,0,0,126,298,66,0,298,192,0,39.183673469387756,39.183673469387756,0.0,0,66,424,0,86.53061224489797,86.53061224489797,0.0
219,5109,0,1,5041,25,44,0,25,5085,0,99.51076320939335,99.51076320939335,0.0,0,44,5065,1,99.11937377690802,99.13877471129379,0.0
452,10119,23,380,3160,2556,4806,17,2539,7960,6,75.81258315909523,75.81674445185256,73.91304347826086,300,4506,5636,80,56.41513020338339,55.57089331492803,78.94736842105263
401,6982,0,1,6899,49,35,0,49,6934,0,99.29829586137762,99.29829586137762,0.0,1,34,6948,0,99.51310325075183,99.51303351475222,100.0
451,1784,0,1,1607,120,58,0,120,1665,0,93.27731092436974,93.27731092436974,0.0,0,58,1726,1,96.69467787114846,96.74887892376681,0.0
230,5235,0,2,5230,2,5,0,2,5235,0,99.96181019667749,99.96181019667749,0.0,2,3,5232,0,99.94271529501623,99.94269340974212,100.0
439,9821,0,3,9662,57,105,0,57,9767,0,99.41978827361564,99.41978827361564,0.0,0,105,9716,3,98.90065146579805,98.93086243763364,0.0
216,6876,0,1,6656,73,148,0,73,6804,0,98.93849062091029,98.93849062091029,0.0,1,147,6729,0,97.86244001744947,97.86212914485166,100.0
476,2540,0,11,1030,783,738,0,783,1768,0,69.30615444923559,69.30615444923559,0.0,4,734,1806,7,70.95256762054096,71.10236220472441,36.36363636363637
403,3825,0,0,3810,6,9,0,6,3819,0,99.84313725490196,99.84313725490196,0.0,0,9,3816,0,99.76470588235294,99.76470588235294,0.0
