Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,970,10,19,0,10,989,0,98.998998998999,98.998998998999,0.0,0,19,980,0,98.09809809809809,98.09809809809809,0.0
454,1573,6,54,1478,24,131,0,24,1603,6,98.16289038579302,98.52489244007376,0.0,3,128,1451,51,89.03857930189835,91.89360354654845,5.555555555555555
482,5275,0,48,4333,309,681,0,309,5014,0,94.19500281795979,94.19500281795979,0.0,40,641,4634,8,87.80762727785084,87.84834123222748,83.33333333333334
281,3310,0,27,817,127,2393,0,127,3210,0,96.19418639496554,96.19418639496554,0.0,22,2371,939,5,28.798321845969433,28.36858006042296,81.48148148148148
218,7474,0,3,7419,13,45,0,13,7464,0,99.82613347599305,99.82613347599305,0.0,0,45,7429,3,99.35803129597433,99.3979127642494,0.0
444,10475,0,6,10375,40,66,0,40,10441,0,99.61835702700124,99.61835702700124,0.0,6,60,10415,0,99.42753554050186,99.4272076372315,100.0
443,11543,23,220,3741,6400,1645,14,6386,5377,9,45.74070931613779,45.71112811357647,60.86956521739131,143,1502,10064,77,86.60274902426607,87.01366072972505,65.0
485,6738,3,134,3365,385,3125,3,382,6490,0,94.44363636363636,94.44121071012805,100.0,89,3036,3705,45,55.18545454545455,54.962171784601686,66.4179104477612
484,8673,2,18,8445,67,181,0,67,8624,2,99.20625790866214,99.22908756184559,0.0,1,180,8495,17,97.73380881168757,97.9250720461095,5.555555555555555
212,9063,12,48,8298,279,546,12,267,8844,0,97.07333114107202,97.06947645702996,100.0,41,505,8570,7,94.38781102707443,94.43526170798899,85.41666666666666
437,490,0,0,117,308,65,0,308,182,0,37.142857142857146,37.142857142857146,0.0,0,65,425,0,86.73469387755102,86.73469387755102,0.0
219,5109,0,1,5023,16,71,0,16,5094,0,99.68688845401175,99.68688845401175,0.0,0,71,5038,1,98.59099804305283,98.61029555686044,0.0
452,10119,23,380,2106,3746,4670,19,3727,6772,4,64.54096179433569,64.50138108391276,82.6086956521739,300,4370,5772,80,57.707660140657666,56.91185170577795,78.94736842105263
401,6982,0,1,6869,21,93,0,21,6962,0,99.69926965487613,99.69926965487613,0.0,1,92,6890,0,98.68251467850494,98.68232598109424,100.0
451,1784,0,1,1518,112,155,0,112,1673,0,93.72549019607843,93.72549019607843,0.0,0,155,1629,1,91.26050420168067,91.31165919282512,0.0
230,5235,0,2,5227,4,6,0,4,5233,0,99.92362039335497,99.92362039335497,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9640,55,129,0,55,9769,0,99.44014657980456,99.44014657980456,0.0,0,129,9692,3,98.65635179153095,98.68648813766418,0.0
216,6876,0,1,6585,64,228,0,64,6813,0,99.06936164025011,99.06936164025011,0.0,1,227,6649,0,96.6991420677621,96.69866201279814,100.0
476,2540,0,11,701,917,933,0,917,1634,0,64.0533124264994,64.0533124264994,0.0,3,930,1610,8,63.230105840846726,63.38582677165354,27.27272727272727
403,3825,0,0,3808,1,16,0,1,3824,0,99.97385620915033,99.97385620915033,0.0,0,16,3809,0,99.58169934640523,99.58169934640523,0.0
