Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,973,13,13,0,13,986,0,98.69869869869869,98.69869869869869,0.0,0,13,986,0,98.69869869869869,98.69869869869869,0.0
454,1573,6,54,1445,56,132,0,56,1571,6,96.20330679730557,96.5580823601721,0.0,3,129,1450,51,88.97734231475812,91.83027232425586,5.555555555555555
482,5275,0,48,4183,491,649,0,491,4832,0,90.77587826413676,90.77587826413676,0.0,37,612,4663,11,88.2960736426827,88.39810426540285,77.08333333333334
281,3310,0,27,994,212,2131,0,212,3125,0,93.64698831285587,93.64698831285587,0.0,20,2111,1199,7,36.529817201078814,36.22356495468278,74.07407407407408
218,7474,0,3,7435,7,35,0,7,7470,0,99.90637956399625,99.90637956399625,0.0,0,35,7439,3,99.49177477597966,99.53170992774953,0.0
444,10475,0,6,10390,40,51,0,40,10441,0,99.61835702700124,99.61835702700124,0.0,5,46,10429,1,99.55156950672645,99.56085918854414,83.33333333333334
443,11543,23,220,4557,5602,1627,17,5585,6178,6,52.562362124554554,52.520615489245934,73.91304347826086,143,1484,10082,77,86.75547259460376,87.16928929621304,65.0
485,6738,3,134,2876,383,3616,3,380,6492,0,94.47272727272727,94.47031431897555,100.0,90,3526,3215,44,48.07272727272727,47.69322059041685,67.16417910447761
484,8673,2,18,8499,78,116,0,78,8613,2,99.07971931439089,99.10251984811875,0.0,1,115,8560,17,98.48153686874497,98.6743515850144,5.555555555555555
212,9063,12,48,8404,273,446,12,261,8850,0,97.13909898059849,97.13533091866974,100.0,42,404,8671,6,95.50586429902445,95.54820936639118,87.5
437,490,0,0,151,278,61,0,278,212,0,43.26530612244898,43.26530612244898,0.0,0,61,429,0,87.55102040816325,87.55102040816325,0.0
219,5109,0,1,5025,25,60,0,25,5085,0,99.51076320939335,99.51076320939335,0.0,0,60,5049,1,98.80626223091976,98.825601879037,0.0
452,10119,23,380,2553,4031,3938,18,4013,6486,5,61.813343470823035,61.777312124964276,78.26086956521739,293,3645,6497,87,64.53145789773808,64.06034312758825,77.10526315789473
401,6982,0,1,6915,13,55,0,13,6970,0,99.8138335958757,99.8138335958757,0.0,1,54,6928,0,99.22669339825289,99.22658264107706,100.0
451,1784,0,1,1612,66,107,0,66,1719,0,96.30252100840336,96.30252100840336,0.0,0,107,1677,1,93.94957983193277,94.00224215246637,0.0
230,5235,0,2,5229,2,6,0,2,5235,0,99.96181019667749,99.96181019667749,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9649,60,115,0,60,9764,0,99.38925081433226,99.38925081433226,0.0,0,115,9706,3,98.79885993485343,98.82903981264637,0.0
216,6876,0,1,6600,78,199,0,78,6799,0,98.86578449905483,98.86578449905483,0.0,1,198,6678,0,97.12083757452378,97.12041884816755,100.0
476,2540,0,11,698,919,934,0,919,1632,0,63.9749117992944,63.9749117992944,0.0,3,931,1609,8,63.190905527244226,63.34645669291339,27.27272727272727
403,3825,0,0,3810,3,12,0,3,3822,0,99.92156862745098,99.92156862745098,0.0,0,12,3813,0,99.68627450980392,99.68627450980392,0.0
