Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,968,14,17,0,14,985,0,98.5985985985986,98.5985985985986,0.0,0,17,982,0,98.2982982982983,98.2982982982983,0.0
454,1573,6,54,1520,51,62,0,51,1576,6,96.50949173300674,96.86539643515673,0.0,1,61,1518,53,93.01898346601347,96.13679544015199,1.8518518518518516
482,5275,0,48,4453,314,556,0,314,5009,0,94.1010708247229,94.1010708247229,0.0,40,516,4759,8,90.15592710877326,90.21800947867298,83.33333333333334
281,3310,0,27,1117,109,2111,0,109,3228,0,96.73359304764759,96.73359304764759,0.0,20,2091,1219,7,37.129157926281096,36.82779456193354,74.07407407407408
218,7474,0,3,7433,11,33,0,11,7466,0,99.85288217199411,99.85288217199411,0.0,0,33,7441,3,99.51852347198073,99.55846936044955,0.0
444,10475,0,6,10379,48,54,0,48,10433,0,99.54202843240148,99.54202843240148,0.0,5,49,10426,1,99.52294628375155,99.53221957040573,83.33333333333334
443,11543,23,220,9626,422,1738,10,412,11351,13,96.39402681147124,96.49749213635978,43.47826086956522,147,1591,9975,73,85.88155438656032,86.2441639287567,66.81818181818183
485,6738,3,134,3287,165,3423,3,162,6710,0,97.64363636363636,97.64260768335274,100.0,91,3332,3409,43,50.90909090909091,50.571131879543096,67.91044776119402
484,8673,2,18,8499,67,127,0,67,8624,2,99.20625790866214,99.22908756184559,0.0,1,126,8549,17,98.35499827447372,98.54755043227665,5.555555555555555
212,9063,12,48,8430,315,378,12,303,8808,0,96.67872410391318,96.67434968719131,100.0,44,334,8741,4,96.29507837334211,96.31955922865015,91.66666666666666
437,490,0,0,385,35,70,0,35,455,0,92.85714285714286,92.85714285714286,0.0,0,70,420,0,85.71428571428571,85.71428571428571,0.0
219,5109,0,1,5033,30,47,0,30,5080,0,99.412915851272,99.412915851272,0.0,0,47,5062,1,99.06066536203522,99.08005480524564,0.0
452,10119,23,380,2861,2992,4669,17,2975,7524,6,71.66888424253945,71.6639679969521,73.91304347826086,310,4359,5783,70,57.90724196920738,57.02031157562612,81.57894736842105
401,6982,0,1,6898,17,68,0,17,6966,0,99.7565516253759,99.7565516253759,0.0,1,67,6915,0,99.0405269941286,99.04038957318821,100.0
451,1784,0,1,1605,54,126,0,54,1731,0,96.97478991596638,96.97478991596638,0.0,0,126,1658,1,92.88515406162465,92.9372197309417,0.0
230,5235,0,2,5227,5,5,0,5,5232,0,99.90452549169372,99.90452549169372,0.0,2,3,5232,0,99.94271529501623,99.94269340974212,100.0
439,9821,0,3,9655,69,100,0,69,9755,0,99.29763843648209,99.29763843648209,0.0,0,100,9721,3,98.95154723127035,98.98177375012727,0.0
216,6876,0,1,6576,112,189,0,112,6765,0,98.3713828704377,98.3713828704377,0.0,1,188,6688,0,97.2662498182347,97.26585223967423,100.0
476,2540,0,11,1393,224,934,0,224,2327,0,91.21912975303802,91.21912975303802,0.0,3,931,1609,8,63.190905527244226,63.34645669291339,27.27272727272727
403,3825,0,0,3811,3,11,0,3,3822,0,99.92156862745098,99.92156862745098,0.0,0,11,3814,0,99.7124183006536,99.7124183006536,0.0
