Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,980,3,16,0,3,996,0,99.69969969969969,99.69969969969969,0.0,0,16,983,0,98.3983983983984,98.3983983983984,0.0
454,1573,6,54,1213,115,305,6,109,1518,0,93.32516840171463,93.30055316533497,100.0,54,251,1328,0,84.62951622780159,84.10386320455984,100.0
482,5275,0,48,4827,133,363,0,133,5190,0,97.50140897989856,97.50140897989856,0.0,48,315,4960,0,94.08228442607552,94.02843601895735,100.0
281,3310,0,27,2312,50,975,0,50,3287,0,98.5016481869943,98.5016481869943,0.0,27,948,2362,0,71.59124962541205,71.3595166163142,100.0
218,7474,0,3,7431,10,36,0,10,7467,0,99.86625651999465,99.86625651999465,0.0,3,33,7441,0,99.55864651598235,99.55846936044955,100.0
444,10475,0,6,10344,22,115,0,22,10459,0,99.79009636485068,99.79009636485068,0.0,6,109,10366,0,98.96002289857839,98.95942720763723,100.0
443,11543,23,220,8085,1051,2650,23,1028,10735,0,91.27778720515866,91.26073280625691,100.0,218,2432,9134,2,79.34837943322586,78.97285146117932,99.0909090909091
485,6738,3,134,4887,101,1887,3,98,6774,0,98.57454545454546,98.57392316647264,100.0,134,1753,4988,0,74.50181818181818,73.9949562379469,100.0
484,8673,2,18,7723,166,804,2,164,8527,0,98.11342459450132,98.11299044989069,100.0,18,786,7889,0,90.95824226389048,90.93948126801152,100.0
212,9063,12,48,8329,266,528,12,254,8857,0,97.2158281267127,97.21216112391615,100.0,48,480,8595,0,94.73857283788227,94.7107438016529,100.0
437,490,0,0,366,52,72,0,52,438,0,89.38775510204081,89.38775510204081,0.0,0,72,418,0,85.3061224489796,85.3061224489796,0.0
219,5109,0,1,4975,10,125,0,10,5100,0,99.80430528375733,99.80430528375733,0.0,1,124,4985,0,97.573385518591,97.57291055000978,100.0
452,10119,23,380,5365,1252,3905,23,1229,9270,0,88.31971108154343,88.29412324983332,100.0,379,3526,6616,1,66.47975670024711,65.23368171958194,99.73684210526315
401,6982,0,1,6402,217,364,0,217,6766,0,96.89245310038666,96.89245310038666,0.0,1,363,6619,0,94.8016611771445,94.80091664279577,100.0
451,1784,0,1,1624,69,92,0,69,1716,0,96.1344537815126,96.1344537815126,0.0,1,91,1693,0,94.90196078431372,94.89910313901345,100.0
230,5235,0,2,4699,260,278,0,260,4977,0,95.03532556807332,95.03532556807332,0.0,2,276,4959,0,94.72980714149321,94.72779369627507,100.0
439,9821,0,3,9599,43,182,0,43,9781,0,99.56229641693811,99.56229641693811,0.0,3,179,9642,0,98.17793159609121,98.17737501272784,100.0
216,6876,0,1,6093,246,538,0,246,6631,0,96.42285880471135,96.42285880471135,0.0,1,537,6339,0,92.19136251272357,92.19022687609075,100.0
476,2540,0,11,1836,172,543,0,172,2379,0,93.25754606036848,93.25754606036848,0.0,11,532,2008,0,79.14543316346531,79.05511811023622,100.0
403,3825,0,0,3723,8,94,0,8,3817,0,99.79084967320262,99.79084967320262,0.0,0,94,3731,0,97.54248366013071,97.54248366013071,0.0
