Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,978,6,15,0,6,993,0,99.3993993993994,99.3993993993994,0.0,0,15,984,0,98.49849849849849,98.49849849849849,0.0
454,1573,6,54,1461,69,103,0,69,1558,6,95.40722596448255,95.75906576521204,0.0,3,100,1479,51,90.75321494182487,93.66687777074098,5.555555555555555
482,5275,0,48,4452,260,611,0,260,5063,0,95.11553635168138,95.11553635168138,0.0,41,570,4705,7,89.16024798046215,89.19431279620854,85.41666666666666
281,3310,0,27,292,563,2482,0,563,2774,0,83.1285585855559,83.1285585855559,0.0,22,2460,850,5,26.1312556188193,25.6797583081571,81.48148148148148
218,7474,0,3,7406,37,34,0,37,7440,0,99.5051491239802,99.5051491239802,0.0,0,34,7440,3,99.5051491239802,99.54508964409955,0.0
444,10475,0,6,10384,37,60,0,37,10444,0,99.64698024997615,99.64698024997615,0.0,5,55,10420,1,99.46569983780174,99.47494033412887,83.33333333333334
443,11543,23,220,8685,808,2293,10,798,10965,13,93.11895469200748,93.21601632236674,43.47826086956522,150,2143,9423,70,81.22348549126082,81.47155455645859,68.18181818181817
485,6738,3,134,1408,787,4680,3,784,6088,0,88.59636363636363,88.59138533178114,100.0,99,4581,2160,35,32.85818181818182,32.04272363150868,73.88059701492537
484,8673,2,18,8458,101,134,0,101,8590,2,98.81513861727828,98.8378782648717,0.0,1,133,8542,17,98.27447371448291,98.46685878962535,5.555555555555555
212,9063,12,48,8290,313,520,12,301,8810,0,96.70064671708867,96.69630117440457,100.0,43,477,8598,5,94.71665022470678,94.74380165289257,89.58333333333334
437,490,0,0,348,63,79,0,63,427,0,87.14285714285714,87.14285714285714,0.0,0,79,411,0,83.87755102040816,83.87755102040816,0.0
219,5109,0,1,5004,56,50,0,56,5054,0,98.9041095890411,98.9041095890411,0.0,0,50,5059,1,99.00195694716243,99.0213348991975,0.0
452,10119,23,380,2881,3038,4603,20,3018,7481,3,71.28872837863524,71.25440518144586,86.95652173913044,300,4303,5839,80,58.344421212697206,57.5724709130349,78.94736842105263
401,6982,0,1,6785,133,65,0,133,6850,0,98.09537448088214,98.09537448088214,0.0,1,64,6918,0,99.08348847200344,99.08335720423948,100.0
451,1784,0,1,1381,305,99,0,305,1480,0,82.91316526610645,82.91316526610645,0.0,0,99,1685,1,94.39775910364145,94.45067264573991,0.0
230,5235,0,2,5225,8,4,0,8,5229,0,99.84724078670995,99.84724078670995,0.0,2,2,5233,0,99.96181019667749,99.96179560649475,100.0
439,9821,0,3,9626,86,112,0,86,9738,0,99.12459283387622,99.12459283387622,0.0,0,112,9709,3,98.8293973941368,98.85958660014256,0.0
216,6876,0,1,6561,130,186,0,130,6747,0,98.10964083175804,98.10964083175804,0.0,1,185,6691,0,97.30987349134797,97.30948225712623,100.0
476,2540,0,11,1093,373,1085,0,373,2178,0,85.37828302626421,85.37828302626421,0.0,6,1079,1461,5,57.506860054880434,57.51968503937008,54.54545454545454
403,3825,0,0,3806,11,8,0,11,3814,0,99.7124183006536,99.7124183006536,0.0,0,8,3817,0,99.79084967320262,99.79084967320262,0.0
