Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,971,15,13,0,15,984,0,98.49849849849849,98.49849849849849,0.0,0,13,986,0,98.69869869869869,98.69869869869869,0.0
454,1573,6,54,1454,69,110,0,69,1558,6,95.40722596448255,95.75906576521204,0.0,2,108,1471,52,90.20208205756278,93.16022799240025,3.7037037037037033
482,5275,0,48,4260,416,647,0,416,4907,0,92.1848581626902,92.1848581626902,0.0,41,606,4669,7,88.4839376291565,88.51184834123222,85.41666666666666
281,3310,0,27,303,353,2681,0,353,2984,0,89.4216362001798,89.4216362001798,0.0,21,2660,650,6,20.107881330536408,19.637462235649547,77.77777777777779
218,7474,0,3,7420,18,39,0,18,7459,0,99.75926173599036,99.75926173599036,0.0,0,39,7435,3,99.43827738397754,99.47819106234948,0.0
444,10475,0,6,10385,46,50,0,46,10435,0,99.56111058105142,99.56111058105142,0.0,5,45,10430,1,99.56111058105142,99.57040572792363,83.33333333333334
443,11543,23,220,3076,6347,2363,13,6334,5429,10,46.17342609876125,46.15319221287086,56.52173913043478,153,2210,9356,67,80.68046835228236,80.89227044786443,69.54545454545455
485,6738,3,134,998,869,5008,3,866,6006,0,87.40363636363637,87.39813736903376,100.0,101,4907,1834,33,28.145454545454545,27.206645898234683,75.3731343283582
484,8673,2,18,8468,85,140,0,85,8606,2,98.9991947544001,99.0219767575653,0.0,1,139,8536,17,98.20545266306223,98.39769452449568,5.555555555555555
212,9063,12,48,8361,300,462,12,288,8823,0,96.84314370272936,96.83898584129075,100.0,42,420,8655,6,95.33048339362053,95.37190082644628,87.5
437,490,0,0,148,266,76,0,266,224,0,45.714285714285715,45.714285714285715,0.0,0,76,414,0,84.48979591836735,84.48979591836735,0.0
219,5109,0,1,5022,29,59,0,29,5081,0,99.43248532289628,99.43248532289628,0.0,0,59,5050,1,98.82583170254404,98.84517518105305,0.0
452,10119,23,380,2583,3464,4475,18,3446,7053,5,67.20205284166508,67.17782645966282,78.26086956521739,308,4167,5975,72,59.712982322752325,58.91342930388483,81.05263157894737
401,6982,0,1,6882,28,73,0,28,6955,0,99.5990262065015,99.5990262065015,0.0,1,72,6910,0,98.96892453100386,98.9687768547694,100.0
451,1784,0,1,1530,112,143,0,112,1673,0,93.72549019607843,93.72549019607843,0.0,0,143,1641,1,91.9327731092437,91.98430493273543,0.0
230,5235,0,2,5224,7,6,0,7,5230,0,99.8663356883712,99.8663356883712,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9630,81,113,0,81,9743,0,99.17548859934854,99.17548859934854,0.0,0,113,9708,3,98.81921824104235,98.84940433764382,0.0
216,6876,0,1,6569,103,205,0,103,6774,0,98.50225388977752,98.50225388977752,0.0,1,204,6672,0,97.03359022829721,97.03315881326353,100.0
476,2540,0,11,532,877,1142,0,877,1674,0,65.62132497059977,65.62132497059977,0.0,7,1135,1405,4,55.35084280674245,55.31496062992126,63.63636363636363
403,3825,0,0,3808,4,13,0,4,3821,0,99.89542483660131,99.89542483660131,0.0,0,13,3812,0,99.66013071895425,99.66013071895425,0.0
