Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,940,43,16,0,43,956,0,95.69569569569569,95.69569569569569,0.0,0,16,983,0,98.3983983983984,98.3983983983984,0.0
454,1573,6,54,1463,59,111,0,59,1568,6,96.01959583588487,96.37369391518132,0.0,3,108,1471,51,90.26331904470301,93.16022799240025,5.555555555555555
482,5275,0,48,3716,1037,570,0,1037,4286,0,80.51850460266768,80.51850460266768,0.0,40,530,4745,8,89.89291752770994,89.95260663507109,83.33333333333334
281,3310,0,27,30,294,3013,0,294,3043,0,91.18969133952652,91.18969133952652,0.0,25,2988,322,2,10.398561582259514,9.728096676737161,92.5925925925926
218,7474,0,3,7389,41,47,0,41,7436,0,99.45165173197806,99.45165173197806,0.0,0,47,7427,3,99.33128259997325,99.37115333154937,0.0
444,10475,0,6,10308,126,47,0,126,10355,0,98.79782463505391,98.79782463505391,0.0,6,41,10434,0,99.60881595267627,99.60859188544153,100.0
443,11543,23,220,762,8639,2385,19,8620,3143,4,26.828440522653995,26.719374309274848,82.6086956521739,155,2230,9336,65,80.52774478194468,80.71934981843334,70.45454545454545
485,6738,3,134,391,1102,5382,3,1099,5773,0,84.01454545454546,84.00756693830034,100.0,103,5279,1462,31,22.763636363636365,21.688176828363744,76.86567164179104
484,8673,2,18,8471,61,161,0,61,8630,2,99.27527896008283,99.2981244966057,0.0,1,160,8515,17,97.96387898308984,98.15561959654178,5.555555555555555
212,9063,12,48,8478,318,327,12,306,8805,0,96.64584018414996,96.64142245637142,100.0,42,285,8790,6,96.81025978296614,96.8595041322314,87.5
437,490,0,0,55,370,65,0,370,120,0,24.489795918367346,24.489795918367346,0.0,0,65,425,0,86.73469387755102,86.73469387755102,0.0
219,5109,0,1,4995,42,73,0,42,5068,0,99.17808219178083,99.17808219178083,0.0,0,73,5036,1,98.5518590998043,98.57114895282835,0.0
452,10119,23,380,2382,3362,4778,20,3342,7157,3,68.20946588101121,68.16839699018954,86.95652173913044,322,4456,5686,58,57.099410758410954,56.063892723328735,84.73684210526315
401,6982,0,1,6763,139,81,0,139,6844,0,98.00945152513246,98.00945152513246,0.0,1,80,6902,0,98.85436059000429,98.85419650529934,100.0
451,1784,0,1,1385,251,149,0,251,1534,0,85.93837535014006,85.93837535014006,0.0,0,149,1635,1,91.59663865546219,91.64798206278026,0.0
230,5235,0,2,5223,8,6,0,8,5229,0,99.84724078670995,99.84724078670995,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9603,118,103,0,118,9706,0,98.79885993485343,98.79885993485343,0.0,0,103,9718,3,98.92100977198697,98.9512269626311,0.0
216,6876,0,1,6553,106,218,0,106,6771,0,98.45863021666425,98.45863021666425,0.0,1,217,6659,0,96.84455431147303,96.84409540430482,100.0
476,2540,0,11,225,1152,1174,0,1152,1399,0,54.84123872990983,54.84123872990983,0.0,5,1169,1371,6,53.939631517052135,53.976377952755904,45.45454545454545
403,3825,0,0,3795,14,16,0,14,3811,0,99.63398692810458,99.63398692810458,0.0,0,16,3809,0,99.58169934640523,99.58169934640523,0.0
