Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,979,3,17,0,3,996,0,99.69969969969969,99.69969969969969,0.0,0,17,982,0,98.2982982982983,98.2982982982983,0.0
454,1573,6,54,1126,140,367,6,134,1493,0,91.79424372320881,91.7639827904118,100.0,54,313,1266,0,80.83282302510717,80.17732742241925,100.0
482,5275,0,48,4712,181,430,0,181,5142,0,96.59966184482435,96.59966184482435,0.0,47,383,4892,1,92.78602291940635,92.739336492891,97.91666666666666
281,3310,0,27,1942,64,1331,0,64,3273,0,98.08210967935271,98.08210967935271,0.0,27,1304,2006,0,60.92298471681151,60.60422960725076,100.0
218,7474,0,3,7422,14,41,0,14,7463,0,99.8127591279925,99.8127591279925,0.0,3,38,7436,0,99.49177477597966,99.49157077869948,100.0
444,10475,0,6,10352,24,105,0,24,10457,0,99.77101421620075,99.77101421620075,0.0,6,99,10376,0,99.05543364182807,99.05489260143197,100.0
443,11543,23,220,7229,1436,3121,23,1413,10350,0,88.01119972849143,87.98775822494261,100.0,217,2904,8662,3,75.33514339046327,74.89192460660557,98.63636363636363
485,6738,3,134,4414,146,2315,3,143,6729,0,97.92,97.91909196740396,100.0,134,2181,4560,0,68.27636363636364,67.64574988874055,100.0
484,8673,2,18,7491,235,967,2,233,8458,0,97.31968250316346,97.31906570014958,100.0,18,949,7726,0,89.08317036696192,89.06051873198847,100.0
212,9063,12,48,8200,293,630,12,281,8830,0,96.91987284884358,96.91581604653715,100.0,48,582,8493,0,93.62051956593226,93.58677685950413,100.0
437,490,0,0,334,68,88,0,68,422,0,86.12244897959184,86.12244897959184,0.0,0,88,402,0,82.0408163265306,82.0408163265306,0.0
219,5109,0,1,4927,20,163,0,20,5090,0,99.60861056751467,99.60861056751467,0.0,1,162,4947,0,96.82974559686889,96.82912507339988,100.0
452,10119,23,380,4280,1695,4547,23,1672,8827,0,84.1094848888044,84.0746737784551,100.0,379,4168,5974,1,60.37825508458467,58.90356931571682,99.73684210526315
401,6982,0,1,6209,291,483,0,291,6692,0,95.83273664614063,95.83273664614063,0.0,1,482,6500,0,93.09752255477588,93.09653394442853,100.0
451,1784,0,1,1559,96,130,0,96,1689,0,94.62184873949579,94.62184873949579,0.0,1,129,1655,0,92.77310924369748,92.76905829596413,100.0
230,5235,0,2,4566,337,334,0,337,4900,0,93.56501814015658,93.56501814015658,0.0,2,332,4903,0,93.66049264846285,93.65807067812798,100.0
439,9821,0,3,9573,50,201,0,50,9774,0,99.49104234527687,99.49104234527687,0.0,3,198,9623,0,97.98452768729642,97.98391202525201,100.0
216,6876,0,1,5982,312,583,0,312,6565,0,95.46313799621929,95.46313799621929,0.0,1,582,6294,0,91.53700741602442,91.53577661431065,100.0
476,2540,0,11,1651,228,672,0,228,2323,0,91.06232849862799,91.06232849862799,0.0,11,661,1879,0,74.08859270874167,73.9763779527559,100.0
403,3825,0,0,3698,13,114,0,13,3812,0,99.66013071895425,99.66013071895425,0.0,0,114,3711,0,97.01960784313725,97.01960784313725,0.0
