0.744,0.752,0.768,0.752,0.752,0.752
0.752,0.768,0.752,0.752,0.752,0.74
0.768,0.752,0.752,0.752,0.74,0.748
0.752,0.752,0.752,0.74,0.748,0.74
0.752,0.752,0.74,0.748,0.74,0.74
0.752,0.74,0.748,0.74,0.74,0.74
0.74,0.748,0.74,0.74,0.74,0.724
0.748,0.74,0.74,0.74,0.724,0.752
0.74,0.74,0.74,0.724,0.752,0.752
0.74,0.74,0.724,0.752,0.752,0.752
0.74,0.724,0.752,0.752,0.752,0.728
0.724,0.752,0.752,0.752,0.728,0.744
0.752,0.752,0.752,0.728,0.744,0.74
0.752,0.752,0.728,0.744,0.74,0.732
0.752,0.728,0.744,0.74,0.732,0.748
0.728,0.744,0.74,0.732,0.748,0.74
0.744,0.74,0.732,0.748,0.74,0.728
0.74,0.732,0.748,0.74,0.728,0.72
0.732,0.748,0.74,0.728,0.72,0.736
0.748,0.74,0.728,0.72,0.736,0.736
0.74,0.728,0.72,0.736,0.736,0.736
0.728,0.72,0.736,0.736,0.736,0.728
0.72,0.736,0.736,0.736,0.728,0.736
0.736,0.736,0.736,0.728,0.736,0.752
0.736,0.736,0.728,0.736,0.752,0.724
0.736,0.728,0.736,0.752,0.724,0.732
0.728,0.736,0.752,0.724,0.732,0.744
0.736,0.752,0.724,0.732,0.744,0.752
0.752,0.724,0.732,0.744,0.752,0.736
0.724,0.732,0.744,0.752,0.736,0.592
0.732,0.744,0.752,0.736,0.592,0.88
0.744,0.752,0.736,0.592,0.88,0.784
0.752,0.736,0.592,0.88,0.784,0.752
0.736,0.592,0.88,0.784,0.752,0.74
0.592,0.88,0.784,0.752,0.74,0.736
0.88,0.784,0.752,0.74,0.736,0.756
0.784,0.752,0.74,0.736,0.756,0.752
0.752,0.74,0.736,0.756,0.752,0.752
0.74,0.736,0.756,0.752,0.752,0.744
0.736,0.756,0.752,0.752,0.744,0.736
0.756,0.752,0.752,0.744,0.736,0.756
0.752,0.752,0.744,0.736,0.756,0.748
0.752,0.744,0.736,0.756,0.748,0.744
0.744,0.736,0.756,0.748,0.744,0.752
0.736,0.756,0.748,0.744,0.752,0.736
0.756,0.748,0.744,0.752,0.736,0.728
0.748,0.744,0.752,0.736,0.728,0.74
0.744,0.752,0.736,0.728,0.74,0.736
0.752,0.736,0.728,0.74,0.736,0.74
0.736,0.728,0.74,0.736,0.74,0.736
0.728,0.74,0.736,0.74,0.736,0.72
0.74,0.736,0.74,0.736,0.72,0.74
0.736,0.74,0.736,0.72,0.74,0.74
0.74,0.736,0.72,0.74,0.74,0.736
0.736,0.72,0.74,0.74,0.736,0.744
0.72,0.74,0.74,0.736,0.744,0.728
0.74,0.74,0.736,0.744,0.728,0.736
0.74,0.736,0.744,0.728,0.736,0.74
0.736,0.744,0.728,0.736,0.74,0.736
0.744,0.728,0.736,0.74,0.736,0.74
0.728,0.736,0.74,0.736,0.74,0.736
0.736,0.74,0.736,0.74,0.736,0.728
0.74,0.736,0.74,0.736,0.728,0.748
0.736,0.74,0.736,0.728,0.748,0.744
0.74,0.736,0.728,0.748,0.744,0.744
0.736,0.728,0.748,0.744,0.744,0.736
0.728,0.748,0.744,0.744,0.736,0.732
0.748,0.744,0.744,0.736,0.732,0.736
0.744,0.744,0.736,0.732,0.736,0.752
0.744,0.736,0.732,0.736,0.752,0.752
0.736,0.732,0.736,0.752,0.752,0.74
0.732,0.736,0.752,0.752,0.74,0.74
0.736,0.752,0.752,0.74,0.74,0.728
0.752,0.752,0.74,0.74,0.728,0.744
0.752,0.74,0.74,0.728,0.744,0.744
0.74,0.74,0.728,0.744,0.744,0.74
0.74,0.728,0.744,0.744,0.74,0.74
0.728,0.744,0.744,0.74,0.74,1.472
0.744,0.744,0.74,0.74,1.472,0.772
0.744,0.744,0.74,0.74,1.472,0.772
0.74,0.74,1.472,0.772,0.732,0.74
0.74,1.472,0.772,0.732,0.74,0.748
1.472,0.772,0.732,0.74,0.748,0.744
0.772,0.732,0.74,0.748,0.744,0.748
0.732,0.74,0.748,0.744,0.748,0.748
0.732,0.74,0.748,0.744,0.748,0.748
0.74,0.748,0.744,0.748,0.748,0.74
0.748,0.744,0.748,0.748,0.74,0.74
0.744,0.748,0.748,0.74,0.74,0.756
0.748,0.748,0.74,0.74,0.756,0.756
0.748,0.74,0.74,0.756,0.756,0.752
0.74,0.74,0.756,0.756,0.752,0.752
0.74,0.756,0.756,0.752,0.752,0.744
0.756,0.756,0.752,0.752,0.744,0.744
0.756,0.752,0.752,0.744,0.744,0.748
0.752,0.752,0.744,0.744,0.748,0.748
0.752,0.744,0.744,0.748,0.748,0.744
0.744,0.744,0.748,0.748,0.744,0.744
0.744,0.748,0.748,0.744,0.744,0.744
0.748,0.748,0.744,0.744,0.744,0.764
0.748,0.744,0.744,0.744,0.764,0.764
0.744,0.744,0.744,0.764,0.764,0.76
0.744,0.744,0.764,0.764,0.76,0.76
0.744,0.764,0.764,0.76,0.76,0.74
0.764,0.764,0.76,0.76,0.74,0.74
0.764,0.76,0.76,0.74,0.74,0.744
0.76,0.76,0.74,0.74,0.744,0.744
0.76,0.74,0.74,0.744,0.744,0.728
0.74,0.74,0.744,0.744,0.728,1.468
0.74,0.744,0.744,0.728,1.468,0.748
0.744,0.728,1.468,0.748,0.736,0.744
0.728,1.468,0.748,0.736,0.744,0.728
1.468,0.748,0.736,0.744,0.728,0.752
0.748,0.736,0.744,0.728,0.752,0.748
0.736,0.744,0.728,0.752,0.748,0.732
0.736,0.744,0.728,0.752,0.748,0.732
0.744,0.728,0.752,0.748,0.732,0.744
0.728,0.752,0.748,0.732,0.744,0.744
0.752,0.748,0.732,0.744,0.744,0.728
0.748,0.732,0.744,0.744,0.728,0.744
0.732,0.744,0.744,0.728,0.744,0.752
0.744,0.744,0.728,0.744,0.752,0.744
0.744,0.728,0.744,0.752,0.744,0.744
0.728,0.744,0.752,0.744,0.744,0.752
0.744,0.752,0.744,0.744,0.752,0.748
0.752,0.744,0.744,0.752,0.748,0.756
0.744,0.744,0.752,0.748,0.756,0.752
0.744,0.752,0.748,0.756,0.752,0.736
0.752,0.748,0.756,0.752,0.736,0.768
0.748,0.756,0.752,0.736,0.768,0.756
0.756,0.752,0.736,0.768,0.756,0.756
0.752,0.736,0.768,0.756,0.756,0.756
0.736,0.768,0.756,0.756,0.756,0.74
0.768,0.756,0.756,0.756,0.74,0.752
0.756,0.756,0.756,0.74,0.752,0.76
0.756,0.756,0.74,0.752,0.76,0.744
0.756,0.74,0.752,0.76,0.744,0.748
0.74,0.752,0.76,0.744,0.748,0.732
0.752,0.76,0.744,0.748,0.732,0.748
0.76,0.744,0.748,0.732,0.748,0.748
0.744,0.748,0.732,0.748,0.748,0.74
0.748,0.732,0.748,0.748,0.74,0.74
0.732,0.748,0.748,0.74,0.74,0.744
0.748,0.748,0.74,0.74,0.744,0.728
0.748,0.74,0.74,0.744,0.728,0.752
0.74,0.74,0.744,0.728,0.752,0.752
0.74,0.744,0.728,0.752,0.752,0.752
0.744,0.728,0.752,0.752,0.752,0.752
0.728,0.752,0.752,0.752,0.752,0.752
0.752,0.752,0.752,0.752,0.752,0.752
0.752,0.752,0.752,0.752,0.752,0.756
0.752,0.752,0.752,0.752,0.756,0.748
0.752,0.752,0.752,0.756,0.748,0.752
0.752,0.752,0.756,0.748,0.752,0.744
0.752,0.756,0.748,0.752,0.744,0.744
0.756,0.748,0.752,0.744,0.744,0.744
0.748,0.752,0.744,0.744,0.744,0.736
0.752,0.744,0.744,0.744,0.736,0.736
0.744,0.744,0.744,0.736,0.736,0.752
0.744,0.744,0.736,0.736,0.752,0.756
0.744,0.736,0.736,0.752,0.756,0.752
0.736,0.736,0.752,0.756,0.752,0.756
0.736,0.752,0.756,0.752,0.756,0.76
0.752,0.756,0.752,0.756,0.76,0.744
0.756,0.752,0.756,0.76,0.744,0.76
0.752,0.756,0.76,0.744,0.76,0.748
0.756,0.76,0.744,0.76,0.748,0.756
0.76,0.744,0.76,0.748,0.756,0.752
0.744,0.76,0.748,0.756,0.752,0.752
0.76,0.748,0.756,0.752,0.752,0.752
0.748,0.756,0.752,0.752,0.752,0.744
0.756,0.752,0.752,0.752,0.744,0.744
0.752,0.752,0.752,0.744,0.744,0.748
0.752,0.752,0.744,0.744,0.748,0.748
0.752,0.744,0.744,0.748,0.748,0.752
0.744,0.744,0.748,0.748,0.752,0.744
0.744,0.748,0.748,0.752,0.744,0.744
0.748,0.748,0.752,0.744,0.744,0.744
0.748,0.752,0.744,0.744,0.744,0.744
0.752,0.744,0.744,0.744,0.744,0.752
0.744,0.744,0.744,0.744,0.752,0.744
0.744,0.744,0.744,0.752,0.744,0.752
0.744,0.744,0.752,0.744,0.752,0.752
0.744,0.752,0.744,0.752,0.752,0.748
0.752,0.744,0.752,0.752,0.748,0.76
0.744,0.752,0.752,0.748,0.76,0.764
0.752,0.752,0.748,0.76,0.764,0.752
0.752,0.748,0.76,0.764,0.752,0.76
0.748,0.76,0.764,0.752,0.76,0.748
0.76,0.764,0.752,0.76,0.748,0.748
0.764,0.752,0.76,0.748,0.748,0.744
0.752,0.76,0.748,0.748,0.744,0.736
0.76,0.748,0.748,0.744,0.736,0.744
0.748,0.748,0.744,0.736,0.744,0.756
0.748,0.744,0.736,0.744,0.756,0.748
0.744,0.736,0.744,0.756,0.748,0.752
0.736,0.744,0.756,0.748,0.752,0.756
0.744,0.756,0.748,0.752,0.756,0.748
0.756,0.748,0.752,0.756,0.748,0.752
0.748,0.752,0.756,0.748,0.752,0.752
0.752,0.756,0.748,0.752,0.752,0.76
0.756,0.748,0.752,0.752,0.76,0.736
0.748,0.752,0.752,0.76,0.736,0.752
0.752,0.752,0.76,0.736,0.752,0.756
0.752,0.76,0.736,0.752,0.756,0.756
0.76,0.736,0.752,0.756,0.756,0.748
0.736,0.752,0.756,0.756,0.748,0.74
0.752,0.756,0.756,0.748,0.74,0.736
0.756,0.756,0.748,0.74,0.736,0.744
0.756,0.748,0.74,0.736,0.744,0.744
0.748,0.74,0.736,0.744,0.744,0.752
0.74,0.736,0.744,0.744,0.752,0.752
0.736,0.744,0.744,0.752,0.752,0.744
0.744,0.744,0.752,0.752,0.744,0.744
0.744,0.752,0.752,0.744,0.744,0.736
0.752,0.752,0.744,0.744,0.736,0.76
0.752,0.744,0.744,0.736,0.76,0.76
0.744,0.744,0.736,0.76,0.76,0.76
0.744,0.736,0.76,0.76,0.76,0.76
0.736,0.76,0.76,0.76,0.76,0.744
0.76,0.76,0.76,0.76,0.744,0.752
0.76,0.76,0.76,0.744,0.752,0.76
0.76,0.76,0.744,0.752,0.76,0.752
0.76,0.744,0.752,0.76,0.752,0.756
0.744,0.752,0.76,0.752,0.756,0.74
0.752,0.76,0.752,0.756,0.74,0.74
0.76,0.752,0.756,0.74,0.74,0.752
0.752,0.756,0.74,0.74,0.752,0.756
0.756,0.74,0.74,0.752,0.756,0.76
0.74,0.74,0.752,0.756,0.76,0.744
0.74,0.752,0.756,0.76,0.744,0.752
0.752,0.756,0.76,0.744,0.752,0.76
0.756,0.76,0.744,0.752,0.76,0.76
0.76,0.744,0.752,0.76,0.76,0.744
0.744,0.752,0.76,0.76,0.744,0.752
0.752,0.76,0.76,0.744,0.752,0.732
0.76,0.76,0.744,0.752,0.732,0.74
0.76,0.744,0.752,0.732,0.74,0.752
0.744,0.752,0.732,0.74,0.752,0.752
0.752,0.732,0.74,0.752,0.752,0.756
0.732,0.74,0.752,0.752,0.756,0.744
0.74,0.752,0.752,0.756,0.744,0.772
0.752,0.752,0.756,0.744,0.772,0.768
0.752,0.756,0.744,0.772,0.768,0.76
0.756,0.744,0.772,0.768,0.76,0.752
0.744,0.772,0.768,0.76,0.752,0.744
0.772,0.768,0.76,0.752,0.744,0.756
0.768,0.76,0.752,0.744,0.756,0.756
0.76,0.752,0.744,0.756,0.756,0.76
0.752,0.744,0.756,0.756,0.76,0.752
0.744,0.756,0.756,0.76,0.752,0.744
0.756,0.756,0.76,0.752,0.744,0.752
0.756,0.76,0.752,0.744,0.752,0.74
0.76,0.752,0.744,0.752,0.74,0.74
0.752,0.744,0.752,0.74,0.74,0.752
0.744,0.752,0.74,0.74,0.752,0.752
0.752,0.74,0.74,0.752,0.752,0.752
0.74,0.74,0.752,0.752,0.752,0.744
0.74,0.752,0.752,0.752,0.744,0.74
0.752,0.752,0.752,0.744,0.74,0.748
0.752,0.752,0.744,0.74,0.748,0.736
0.752,0.744,0.74,0.748,0.736,0.736
0.744,0.74,0.748,0.736,0.736,0.752
0.74,0.748,0.736,0.736,0.752,0.752
0.748,0.736,0.736,0.752,0.752,0.744
0.736,0.736,0.752,0.752,0.744,0.752
0.736,0.752,0.752,0.744,0.752,0.744
0.752,0.752,0.744,0.752,0.744,0.736
0.752,0.744,0.752,0.744,0.736,0.744
0.744,0.752,0.744,0.736,0.744,0.728
0.752,0.744,0.736,0.744,0.728,0.736
0.744,0.736,0.744,0.728,0.736,0.752
0.736,0.744,0.728,0.736,0.752,0.744
0.744,0.728,0.736,0.752,0.744,0.752
0.728,0.736,0.752,0.744,0.752,0.744
0.736,0.752,0.744,0.752,0.744,0.728
0.752,0.744,0.752,0.744,0.728,0.752
0.744,0.752,0.744,0.728,0.752,0.744
0.752,0.744,0.728,0.752,0.744,0.752
0.744,0.728,0.752,0.744,0.752,0.744
0.728,0.752,0.744,0.752,0.744,0.732
0.752,0.744,0.752,0.744,0.732,0.74
0.744,0.752,0.744,0.732,0.74,0.756
0.752,0.744,0.732,0.74,0.756,0.748
0.744,0.732,0.74,0.756,0.748,0.752
0.732,0.74,0.756,0.748,0.752,0.752
0.74,0.756,0.748,0.752,0.752,0.752
0.756,0.748,0.752,0.752,0.752,1.504
0.748,0.752,0.752,0.752,1.504,0.776
0.752,0.752,1.504,0.776,0.768,0.784
0.752,1.504,0.776,0.768,0.784,0.768
1.504,0.776,0.768,0.784,0.768,0.768
0.776,0.768,0.784,0.768,0.768,0.752
0.768,0.784,0.768,0.768,0.752,0.752
0.768,0.784,0.768,0.768,0.752,0.752
0.784,0.768,0.768,0.752,0.752,0.768
0.768,0.768,0.752,0.752,0.768,0.76
0.768,0.752,0.752,0.768,0.76,0.76
0.752,0.752,0.768,0.76,0.76,0.76
0.752,0.768,0.76,0.76,0.76,0.76
0.768,0.76,0.76,0.76,0.76,0.752
0.76,0.76,0.76,0.76,0.752,0.736
0.76,0.76,0.76,0.752,0.736,0.752
0.76,0.76,0.752,0.736,0.752,0.764
0.76,0.752,0.736,0.752,0.764,0.764
0.752,0.736,0.752,0.764,0.764,0.764
0.736,0.752,0.764,0.764,0.764,0.764
0.752,0.764,0.764,0.764,0.764,0.752
0.764,0.764,0.764,0.764,0.752,0.748
0.764,0.764,0.764,0.752,0.748,0.768
0.764,0.764,0.752,0.748,0.768,0.764
0.764,0.752,0.748,0.768,0.764,0.768
0.752,0.748,0.768,0.764,0.768,0.76
0.748,0.768,0.764,0.768,0.76,0.752
0.768,0.764,0.768,0.76,0.752,0.768
0.764,0.768,0.76,0.752,0.768,0.772
0.768,0.76,0.752,0.768,0.772,0.764
0.76,0.752,0.768,0.772,0.764,0.76
0.752,0.768,0.772,0.764,0.76,0.748
0.768,0.772,0.764,0.76,0.748,0.764
0.772,0.764,0.76,0.748,0.764,0.764
0.764,0.76,0.748,0.764,0.764,0.764
0.76,0.748,0.764,0.764,0.764,0.76
0.748,0.764,0.764,0.764,0.76,0.752
0.764,0.764,0.764,0.76,0.752,0.76
0.764,0.764,0.76,0.752,0.76,0.76
0.764,0.76,0.752,0.76,0.76,0.752
0.76,0.752,0.76,0.76,0.752,0.76
0.752,0.76,0.76,0.752,0.76,0.744
0.76,0.76,0.752,0.76,0.744,0.744
0.76,0.752,0.76,0.744,0.744,0.76
0.752,0.76,0.744,0.744,0.76,0.752
0.76,0.744,0.744,0.76,0.752,0.752
0.744,0.744,0.76,0.752,0.752,0.744
0.744,0.76,0.752,0.752,0.744,0.76
0.76,0.752,0.752,0.744,0.76,0.76
0.752,0.752,0.744,0.76,0.76,0.752
0.752,0.744,0.76,0.76,0.752,0.76
0.744,0.76,0.76,0.752,0.76,0.756
0.76,0.76,0.752,0.76,0.756,0.748
0.76,0.752,0.76,0.756,0.748,0.744
0.752,0.76,0.756,0.748,0.744,0.736
0.76,0.756,0.748,0.744,0.736,0.748
0.756,0.748,0.744,0.736,0.748,0.752
0.748,0.744,0.736,0.748,0.752,0.752
0.744,0.736,0.748,0.752,0.752,0.756
0.736,0.748,0.752,0.752,0.756,0.744
0.748,0.752,0.752,0.756,0.744,0.752
0.752,0.752,0.756,0.744,0.752,0.744
0.752,0.756,0.744,0.752,0.744,0.728
0.756,0.744,0.752,0.744,0.728,0.752
0.744,0.752,0.744,0.728,0.752,0.756
0.752,0.744,0.728,0.752,0.756,0.748
0.744,0.728,0.752,0.756,0.748,0.752
0.728,0.752,0.756,0.748,0.752,0.752
0.752,0.756,0.748,0.752,0.752,0.752
0.756,0.748,0.752,0.752,0.752,0.744
0.748,0.752,0.752,0.752,0.744,0.744
0.752,0.752,0.752,0.744,0.744,0.752
0.752,0.752,0.744,0.744,0.752,0.76
0.752,0.744,0.744,0.752,0.76,0.76
0.744,0.744,0.752,0.76,0.76,0.752
0.744,0.752,0.76,0.76,0.752,0.752
0.752,0.76,0.76,0.752,0.752,0.768
0.76,0.76,0.752,0.752,0.768,0.76
0.76,0.752,0.752,0.768,0.76,0.768
0.752,0.752,0.768,0.76,0.768,0.764
0.752,0.768,0.76,0.768,0.764,0.756
0.768,0.76,0.768,0.764,0.756,0.776
0.76,0.768,0.764,0.756,0.776,0.776
0.768,0.764,0.756,0.776,0.776,0.772
0.764,0.756,0.776,0.776,0.772,0.772
0.756,0.776,0.776,0.772,0.772,0.772
0.776,0.776,0.772,0.772,0.772,0.78
0.776,0.772,0.772,0.772,0.78,0.772
0.772,0.772,0.772,0.78,0.772,0.764
0.772,0.772,0.78,0.772,0.764,0.76
0.772,0.78,0.772,0.764,0.76,0.744
0.78,0.772,0.764,0.76,0.744,0.76
0.772,0.764,0.76,0.744,0.76,0.76
0.764,0.76,0.744,0.76,0.76,0.76
0.76,0.744,0.76,0.76,0.76,0.76
0.744,0.76,0.76,0.76,0.76,0.752
0.76,0.76,0.76,0.76,0.752,0.752
0.76,0.76,0.76,0.752,0.752,0.772
0.76,0.76,0.752,0.752,0.772,0.768
0.76,0.752,0.752,0.772,0.768,0.772
0.752,0.752,0.772,0.768,0.772,0.752
0.752,0.772,0.768,0.772,0.752,0.752
0.772,0.768,0.772,0.752,0.752,0.76
0.768,0.772,0.752,0.752,0.76,0.76
0.772,0.752,0.752,0.76,0.76,0.752
0.752,0.752,0.76,0.76,0.752,0.744
0.752,0.76,0.76,0.752,0.744,0.76
0.76,0.76,0.752,0.744,0.76,0.76
0.76,0.752,0.744,0.76,0.76,0.752
0.752,0.744,0.76,0.76,0.752,0.76
0.744,0.76,0.76,0.752,0.76,0.752
0.76,0.76,0.752,0.76,0.752,0.76
0.76,0.752,0.76,0.752,0.76,0.76
0.752,0.76,0.752,0.76,0.76,0.76
0.76,0.752,0.76,0.76,0.76,0.76
0.752,0.76,0.76,0.76,0.76,0.748
0.76,0.76,0.76,0.76,0.748,0.756
0.76,0.76,0.76,0.748,0.756,0.776
0.76,0.76,0.748,0.756,0.776,0.768
0.76,0.748,0.756,0.776,0.768,0.756
0.748,0.756,0.776,0.768,0.756,0.764
0.756,0.776,0.768,0.756,0.764,0.772
0.776,0.768,0.756,0.764,0.772,0.764
0.768,0.756,0.764,0.772,0.764,0.76
0.756,0.764,0.772,0.764,0.76,0.744
0.764,0.772,0.764,0.76,0.744,0.744
0.772,0.764,0.76,0.744,0.744,0.744
0.764,0.76,0.744,0.744,0.744,0.744
0.76,0.744,0.744,0.744,0.744,0.74
0.744,0.744,0.744,0.744,0.74,0.732
0.744,0.744,0.744,0.74,0.732,0.728
0.744,0.744,0.74,0.732,0.728,0.736
0.744,0.74,0.732,0.728,0.736,0.736
0.74,0.732,0.728,0.736,0.736,0.736
0.732,0.728,0.736,0.736,0.736,0.72
0.728,0.736,0.736,0.736,0.72,0.72
0.736,0.736,0.736,0.72,0.72,0.72
0.736,0.736,0.72,0.72,0.72,0.728
0.736,0.72,0.72,0.72,0.728,0.728
0.72,0.72,0.72,0.728,0.728,0.72
0.72,0.72,0.728,0.728,0.72,0.724
0.72,0.728,0.728,0.72,0.724,0.724
0.728,0.728,0.72,0.724,0.724,0.72
0.728,0.72,0.724,0.724,0.72,0.72
0.72,0.724,0.724,0.72,0.72,0.716
0.724,0.724,0.72,0.72,0.716,0.724
0.724,0.72,0.72,0.716,0.724,0.72
0.72,0.72,0.716,0.724,0.72,0.72
0.72,0.716,0.724,0.72,0.72,0.72
0.716,0.724,0.72,0.72,0.72,0.712
0.724,0.72,0.72,0.72,0.712,0.716
0.72,0.72,0.72,0.712,0.716,0.724
0.72,0.72,0.712,0.716,0.724,0.72
0.72,0.712,0.716,0.724,0.72,0.588
0.712,0.716,0.724,0.72,0.588,0.836
0.716,0.724,0.72,0.588,0.836,0.76
0.724,0.72,0.588,0.836,0.76,0.716
0.72,0.588,0.836,0.76,0.716,0.724
0.588,0.836,0.76,0.716,0.724,0.728
0.836,0.76,0.716,0.724,0.728,0.728
0.76,0.716,0.724,0.728,0.728,0.736
0.716,0.724,0.728,0.728,0.736,1.464
0.724,0.728,0.728,0.736,1.464,0.74
0.728,0.736,1.464,0.74,0.728,0.732
0.736,1.464,0.74,0.728,0.732,0.72
1.464,0.74,0.728,0.732,0.72,0.736
0.74,0.728,0.732,0.72,0.736,0.728
0.728,0.732,0.72,0.736,0.728,0.72
0.728,0.732,0.72,0.736,0.728,0.72
0.732,0.72,0.736,0.728,0.72,0.72
0.72,0.736,0.728,0.72,0.72,0.732
0.736,0.728,0.72,0.72,0.732,0.712
0.728,0.72,0.72,0.732,0.712,0.724
0.72,0.72,0.732,0.712,0.724,0.728
0.72,0.732,0.712,0.724,0.728,0.712
0.732,0.712,0.724,0.728,0.712,0.72
0.712,0.724,0.728,0.712,0.72,0.728
0.724,0.728,0.712,0.72,0.728,0.72
0.728,0.712,0.72,0.728,0.72,0.72
0.712,0.72,0.728,0.72,0.72,0.724
0.72,0.728,0.72,0.72,0.724,0.728
0.728,0.72,0.72,0.724,0.728,0.712
0.72,0.72,0.724,0.728,0.712,0.716
0.72,0.724,0.728,0.712,0.716,0.724
0.724,0.728,0.712,0.716,0.724,0.716
0.728,0.712,0.716,0.724,0.716,0.72
0.712,0.716,0.724,0.716,0.72,0.724
0.716,0.724,0.716,0.72,0.724,0.72
0.724,0.716,0.72,0.724,0.72,0.724
0.716,0.72,0.724,0.72,0.724,0.728
0.72,0.724,0.72,0.724,0.728,0.72
0.724,0.72,0.724,0.728,0.72,0.736
0.72,0.724,0.728,0.72,0.736,0.728
0.724,0.728,0.72,0.736,0.728,0.712
0.728,0.72,0.736,0.728,0.712,1.452
0.72,0.736,0.728,0.712,1.452,0.732
0.728,0.712,1.452,0.732,0.712,0.72
