Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,979,3,17,0,3,996,0,99.69969969969969,99.69969969969969,0.0,0,17,982,0,98.2982982982983,98.2982982982983,0.0
454,1573,6,54,1117,143,373,6,137,1490,0,91.61053276178812,91.57959434542103,100.0,54,319,1260,0,80.46540110226576,79.79734008866372,100.0
482,5275,0,48,4691,190,442,0,190,5133,0,96.43058425699793,96.43058425699793,0.0,47,395,4880,1,92.5605861356378,92.51184834123222,97.91666666666666
281,3310,0,27,1872,63,1402,0,63,3274,0,98.11207671561283,98.11207671561283,0.0,27,1375,1935,0,58.79532514234342,58.45921450151057,100.0
218,7474,0,3,7419,14,44,0,14,7463,0,99.8127591279925,99.8127591279925,0.0,3,41,7433,0,99.45165173197806,99.45143162964946,100.0
444,10475,0,6,10359,24,98,0,24,10457,0,99.77101421620075,99.77101421620075,0.0,6,92,10383,0,99.12222116210285,99.12171837708831,100.0
443,11543,23,220,7060,1510,3216,23,1487,10276,0,87.3833361615476,87.35866700671598,100.0,217,2999,8567,3,74.52910232479213,74.07055161680789,98.63636363636363
485,6738,3,134,4313,153,2409,3,150,6722,0,97.81818181818181,97.81722933643772,100.0,134,2275,4466,0,66.9090909090909,66.25129802699897,100.0
484,8673,2,18,7444,256,993,2,254,8437,0,97.07810882319107,97.07743642848924,100.0,18,975,7700,0,88.78407914413896,88.76080691642652,100.0
212,9063,12,48,8167,306,650,12,294,8817,0,96.77737586320289,96.77313137965096,100.0,48,602,8473,0,93.40129343417736,93.366391184573,100.0
437,490,0,0,328,73,89,0,73,417,0,85.10204081632654,85.10204081632654,0.0,0,89,401,0,81.83673469387756,81.83673469387756,0.0
219,5109,0,1,4921,20,169,0,20,5090,0,99.60861056751467,99.60861056751467,0.0,1,168,4941,0,96.7123287671233,96.71168526130359,100.0
452,10119,23,380,4066,1793,4663,23,1770,8729,0,83.17810302223911,83.14125154776646,100.0,379,4284,5858,1,59.2758030792625,57.75981068822718,99.73684210526315
401,6982,0,1,6170,313,500,0,313,6670,0,95.5176858083918,95.5176858083918,0.0,1,499,6483,0,92.8540741801518,92.85305070180463,100.0
451,1784,0,1,1556,96,133,0,96,1689,0,94.62184873949579,94.62184873949579,0.0,1,132,1652,0,92.60504201680672,92.60089686098655,100.0
230,5235,0,2,4545,350,342,0,350,4887,0,93.31678441856025,93.31678441856025,0.0,2,340,4895,0,93.50773343517281,93.50525310410697,100.0
439,9821,0,3,9571,52,201,0,52,9772,0,99.47068403908796,99.47068403908796,0.0,3,198,9623,0,97.98452768729642,97.98391202525201,100.0
216,6876,0,1,5959,336,582,0,336,6541,0,95.11414861131307,95.11414861131307,0.0,1,581,6295,0,91.55154864039552,91.55031995346131,100.0
476,2540,0,11,1598,250,703,0,250,2301,0,90.19992159937279,90.19992159937279,0.0,11,692,1848,0,72.87338298706389,72.75590551181102,100.0
403,3825,0,0,3679,15,131,0,15,3810,0,99.6078431372549,99.6078431372549,0.0,0,131,3694,0,96.57516339869281,96.57516339869281,0.0
