Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,980,3,16,0,3,996,0,99.69969969969969,99.69969969969969,0.0,0,16,983,0,98.3983983983984,98.3983983983984,0.0
454,1573,6,54,1200,119,314,6,113,1514,0,93.0802204531537,93.05470190534727,100.0,54,260,1319,0,84.0783833435395,83.53388220392654,100.0
482,5275,0,48,4813,139,371,0,139,5184,0,97.38869058801428,97.38869058801428,0.0,48,323,4952,0,93.93199323689649,93.87677725118483,100.0
281,3310,0,27,2247,50,1040,0,50,3287,0,98.5016481869943,98.5016481869943,0.0,27,1013,2297,0,69.64339226850464,69.39577039274924,100.0
218,7474,0,3,7429,11,37,0,11,7466,0,99.85288217199411,99.85288217199411,0.0,3,34,7440,0,99.5452721679818,99.54508964409955,100.0
444,10475,0,6,10353,22,106,0,22,10459,0,99.79009636485068,99.79009636485068,0.0,6,100,10375,0,99.0458925675031,99.0453460620525,100.0
443,11543,23,220,7924,1129,2733,23,1106,10657,0,90.61598506702867,90.5976366573153,100.0,218,2515,9051,2,78.64415408111319,78.25523084904029,99.0909090909091
485,6738,3,134,4794,118,1963,3,115,6757,0,98.32727272727273,98.32654249126892,100.0,134,1829,4912,0,73.39636363636363,72.86752707313455,100.0
484,8673,2,18,7698,176,819,2,174,8517,0,97.99838950880019,97.9979288919572,100.0,18,801,7874,0,90.78568963533877,90.76657060518733,100.0
212,9063,12,48,8291,266,566,12,254,8857,0,97.2158281267127,97.21216112391615,100.0,48,518,8557,0,94.32204318754796,94.29201101928375,100.0
437,490,0,0,357,55,78,0,55,435,0,88.77551020408163,88.77551020408163,0.0,0,78,412,0,84.08163265306122,84.08163265306122,0.0
219,5109,0,1,4968,10,132,0,10,5100,0,99.80430528375733,99.80430528375733,0.0,1,131,4978,0,97.43639921722114,97.43589743589743,100.0
452,10119,23,380,5145,1334,4043,23,1311,9188,0,87.54039156053982,87.51309648537956,100.0,379,3664,6478,1,65.16821896977761,63.873003352395976,99.73684210526315
401,6982,0,1,6371,226,386,0,226,6757,0,96.76356866676214,96.76356866676214,0.0,1,385,6597,0,94.48661033939567,94.48582068175307,100.0
451,1784,0,1,1618,73,94,0,73,1712,0,95.91036414565826,95.91036414565826,0.0,1,93,1691,0,94.78991596638654,94.78699551569507,100.0
230,5235,0,2,4661,271,305,0,271,4966,0,94.8252816497995,94.8252816497995,0.0,2,303,4932,0,94.2142447966393,94.21203438395416,100.0
439,9821,0,3,9592,43,189,0,43,9781,0,99.56229641693811,99.56229641693811,0.0,3,186,9635,0,98.10667752442997,98.10609917523674,100.0
216,6876,0,1,6080,255,542,0,255,6622,0,96.29198778537152,96.29198778537152,0.0,1,541,6335,0,92.1331976152392,92.13205351948808,100.0
476,2540,0,11,1800,188,563,0,188,2363,0,92.63034104272833,92.63034104272833,0.0,11,552,1988,0,78.36142689141514,78.26771653543307,100.0
403,3825,0,0,3714,9,102,0,9,3816,0,99.76470588235294,99.76470588235294,0.0,0,102,3723,0,97.33333333333334,97.33333333333334,0.0
