Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,975,9,15,0,9,990,0,99.09909909909909,99.09909909909909,0.0,0,15,984,0,98.49849849849849,98.49849849849849,0.0
454,1573,6,54,1478,63,92,0,63,1564,6,95.77464788732394,96.1278426551936,0.0,3,89,1490,51,91.42682180036742,94.36352121595947,5.555555555555555
482,5275,0,48,4491,355,477,0,355,4968,0,93.33082848018034,93.33082848018034,0.0,38,439,4836,10,91.5649070073267,91.67772511848341,79.16666666666666
281,3310,0,27,204,307,2826,0,307,3030,0,90.80011986814503,90.80011986814503,0.0,23,2803,507,4,15.882529217860352,15.317220543806648,85.18518518518519
218,7474,0,3,7426,11,40,0,11,7466,0,99.85288217199411,99.85288217199411,0.0,0,40,7434,3,99.424903035977,99.46481134599946,0.0
444,10475,0,6,10408,40,33,0,40,10441,0,99.61835702700124,99.61835702700124,0.0,6,27,10448,0,99.74239099322584,99.74224343675418,100.0
443,11543,23,220,6507,3004,2275,13,2991,8772,10,74.53758696758867,74.5728130578934,56.52173913043478,151,2124,9442,69,81.39317834719158,81.63582915441813,68.63636363636364
485,6738,3,134,1083,658,5134,2,656,6216,1,90.44363636363636,90.45401629802096,66.66666666666666,103,5031,1710,31,26.370909090909088,25.367156208277702,76.86567164179104
484,8673,2,18,8502,56,135,0,56,8635,2,99.33279650293339,99.35565527557243,0.0,1,134,8541,17,98.26297020591281,98.45533141210375,5.555555555555555
212,9063,12,48,8481,278,364,12,266,8845,0,97.08429244765976,97.08045220063659,100.0,43,321,8754,5,96.42661405239504,96.46280991735537,89.58333333333334
437,490,0,0,257,174,59,0,174,316,0,64.48979591836735,64.48979591836735,0.0,0,59,431,0,87.95918367346938,87.95918367346938,0.0
219,5109,0,1,5024,26,60,0,26,5084,0,99.49119373776908,99.49119373776908,0.0,0,60,5049,1,98.80626223091976,98.825601879037,0.0
452,10119,23,380,2853,3502,4167,18,3484,7015,5,66.84090477095609,66.81588722735499,78.26086956521739,301,3866,6276,79,62.507127922448205,61.8812857424571,79.21052631578948
401,6982,0,1,6888,18,77,0,18,6965,0,99.74223113275097,99.74223113275097,0.0,1,76,6906,0,98.91164256050408,98.91148668003437,100.0
451,1784,0,1,1580,59,146,0,59,1726,0,96.69467787114846,96.69467787114846,0.0,0,146,1638,1,91.76470588235294,91.81614349775785,0.0
230,5235,0,2,5227,4,6,0,4,5233,0,99.92362039335497,99.92362039335497,0.0,2,4,5231,0,99.92362039335497,99.92359121298949,100.0
439,9821,0,3,9669,80,75,0,80,9744,0,99.185667752443,99.185667752443,0.0,0,75,9746,3,99.20602605863192,99.23633031259546,0.0
216,6876,0,1,6588,88,201,0,88,6789,0,98.7203722553439,98.7203722553439,0.0,1,200,6676,0,97.09175512578159,97.09133216986619,100.0
476,2540,0,11,781,622,1148,0,622,1929,0,75.61740493923952,75.61740493923952,0.0,6,1142,1398,5,55.03724029792239,55.039370078740156,54.54545454545454
403,3825,0,0,3807,3,15,0,3,3822,0,99.92156862745098,99.92156862745098,0.0,0,15,3810,0,99.6078431372549,99.6078431372549,0.0
