Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,979,3,17,0,3,996,0,99.69969969969969,99.69969969969969,0.0,0,17,982,0,98.2982982982983,98.2982982982983,0.0
454,1573,6,54,1125,140,368,6,134,1493,0,91.79424372320881,91.7639827904118,100.0,54,314,1265,0,80.77158603796694,80.11399620012666,100.0
482,5275,0,48,4698,185,440,0,185,5138,0,96.52451625023483,96.52451625023483,0.0,47,393,4882,1,92.59815893293256,92.54976303317535,97.91666666666666
281,3310,0,27,1912,62,1363,0,62,3275,0,98.14204375187295,98.14204375187295,0.0,27,1336,1974,0,59.96403955648786,59.63746223564955,100.0
218,7474,0,3,7419,15,43,0,15,7462,0,99.79938477999197,99.79938477999197,0.0,3,40,7434,0,99.4650260799786,99.46481134599946,100.0
444,10475,0,6,10357,24,100,0,24,10457,0,99.77101421620075,99.77101421620075,0.0,6,94,10381,0,99.10313901345292,99.10262529832936,100.0
443,11543,23,220,7135,1483,3168,23,1460,10303,0,87.61242151705413,87.58820028904191,100.0,217,2951,8615,3,74.93636517902597,74.4855611274425,98.63636363636363
485,6738,3,134,4348,151,2376,3,148,6724,0,97.84727272727272,97.84633294528521,100.0,134,2242,4499,0,67.38909090909091,66.7408396380359,100.0
484,8673,2,18,7484,246,963,2,244,8447,0,97.19314390889221,97.19249798642274,100.0,18,945,7730,0,89.12918440124238,89.10662824207492,100.0
212,9063,12,48,8185,298,640,12,286,8825,0,96.86506631590485,96.86093732850401,100.0,48,592,8483,0,93.5109065000548,93.47658402203857,100.0
437,490,0,0,331,71,88,0,71,419,0,85.51020408163265,85.51020408163265,0.0,0,88,402,0,82.0408163265306,82.0408163265306,0.0
219,5109,0,1,4925,20,165,0,20,5090,0,99.60861056751467,99.60861056751467,0.0,1,164,4945,0,96.79060665362034,96.78997846936778,100.0
452,10119,23,380,4186,1744,4592,23,1721,8778,0,83.64379395552176,83.60796266311077,100.0,379,4213,5929,1,59.95057973769246,58.45986984815619,99.73684210526315
401,6982,0,1,6182,303,498,0,303,6680,0,95.66089073464127,95.66089073464127,0.0,1,497,6485,0,92.88271516540169,92.88169578917216,100.0
451,1784,0,1,1555,94,136,0,94,1691,0,94.73389355742296,94.73389355742296,0.0,1,135,1649,0,92.43697478991596,92.43273542600897,100.0
230,5235,0,2,4559,342,336,0,342,4895,0,93.4695436318503,93.4695436318503,0.0,2,334,4901,0,93.62230284514035,93.61986628462273,100.0
439,9821,0,3,9569,52,203,0,52,9772,0,99.47068403908796,99.47068403908796,0.0,3,200,9621,0,97.9641693811075,97.96354750025455,100.0
216,6876,0,1,5970,319,588,0,319,6558,0,95.36134942562164,95.36134942562164,0.0,1,587,6289,0,91.46430129416898,91.46305991855729,100.0
476,2540,0,11,1620,240,691,0,240,2311,0,90.59192473539788,90.59192473539788,0.0,11,680,1860,0,73.343786750294,73.22834645669292,100.0
403,3825,0,0,3686,15,124,0,15,3810,0,99.6078431372549,99.6078431372549,0.0,0,124,3701,0,96.75816993464052,96.75816993464052,0.0
