Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,965,16,18,0,16,983,0,98.3983983983984,98.3983983983984,0.0,0,18,981,0,98.1981981981982,98.1981981981982,0.0
454,1573,6,54,1430,70,133,0,70,1557,6,95.34598897734232,95.69760295021513,0.0,4,129,1450,50,89.03857930189835,91.83027232425586,7.4074074074074066
482,5275,0,48,4171,523,629,0,523,4800,0,90.17471350742062,90.17471350742062,0.0,40,589,4686,8,88.78452000751456,88.83412322274881,83.33333333333334
281,3310,0,27,197,245,2895,0,245,3092,0,92.6580761162721,92.6580761162721,0.0,26,2869,441,1,13.994605933473178,13.323262839879154,96.29629629629629
218,7474,0,3,7435,20,22,0,20,7457,0,99.7325130399893,99.7325130399893,0.0,0,22,7452,3,99.66564129998663,99.7056462402997,0.0
444,10475,0,6,10376,46,59,0,46,10435,0,99.56111058105142,99.56111058105142,0.0,5,54,10421,1,99.47524091212671,99.48448687350835,83.33333333333334
443,11543,23,220,2754,7133,1899,18,7115,4648,5,39.58934328864755,39.513729490776164,78.26086956521739,146,1753,9813,74,84.49855761072459,84.84350683036487,66.36363636363637
485,6738,3,134,1699,543,4633,3,540,6332,0,92.14545454545454,92.14202561117578,100.0,96,4537,2204,38,33.45454545454545,32.69544577955793,71.64179104477611
484,8673,2,18,8436,111,146,0,111,8580,2,98.70010353157713,98.7228167069382,0.0,1,145,8530,17,98.13643161164156,98.328530259366,5.555555555555555
212,9063,12,48,8253,371,499,12,359,8752,0,96.06489093499945,96.05970804522006,100.0,39,460,8615,9,94.85914721034747,94.93112947658402,81.25
437,490,0,0,66,348,76,0,348,142,0,28.97959183673469,28.97959183673469,0.0,0,76,414,0,84.48979591836735,84.48979591836735,0.0
219,5109,0,1,5026,40,44,0,40,5070,0,99.21722113502935,99.21722113502935,0.0,0,44,5065,1,99.11937377690802,99.13877471129379,0.0
452,10119,23,380,1804,4185,4533,18,4167,6332,5,60.349743394791865,60.31050576245357,78.26086956521739,275,4258,5884,105,58.53449914464931,58.01617038059555,72.36842105263158
401,6982,0,1,6878,61,44,0,61,6922,0,99.12644994987826,99.12644994987826,0.0,1,43,6939,0,99.3842188171273,99.3841306215984,100.0
451,1784,0,1,1426,292,67,0,292,1493,0,83.64145658263305,83.64145658263305,0.0,0,67,1717,1,96.19047619047619,96.24439461883408,0.0
230,5235,0,2,5226,7,4,0,7,5230,0,99.8663356883712,99.8663356883712,0.0,2,2,5233,0,99.96181019667749,99.96179560649475,100.0
439,9821,0,3,9618,91,115,0,91,9733,0,99.07369706840392,99.07369706840392,0.0,0,115,9706,3,98.79885993485343,98.82903981264637,0.0
216,6876,0,1,6560,138,179,0,138,6739,0,97.9933110367893,97.9933110367893,0.0,1,178,6698,0,97.41166206194562,97.41128563118092,100.0
476,2540,0,11,267,1097,1187,0,1097,1454,0,56.997255978047825,56.997255978047825,0.0,5,1182,1358,6,53.43002744021952,53.46456692913386,45.45454545454545
403,3825,0,0,3812,6,7,0,6,3819,0,99.84313725490196,99.84313725490196,0.0,0,7,3818,0,99.81699346405229,99.81699346405229,0.0
