Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,978,8,13,0,8,991,0,99.1991991991992,99.1991991991992,0.0,0,13,986,0,98.69869869869869,98.69869869869869,0.0
454,1573,6,54,1464,51,118,0,51,1576,6,96.50949173300674,96.86539643515673,0.0,3,115,1464,51,89.83466013472136,92.71690943635213,5.555555555555555
482,5275,0,48,4390,304,629,0,304,5019,0,94.2889348111967,94.2889348111967,0.0,41,588,4687,7,88.82209280480932,88.85308056872037,85.41666666666666
281,3310,0,27,741,247,2349,0,247,3090,0,92.59814204375188,92.59814204375188,0.0,20,2329,981,7,29.997003296373986,29.637462235649547,74.07407407407408
218,7474,0,3,7432,12,33,0,12,7465,0,99.83950782399359,99.83950782399359,0.0,0,33,7441,3,99.51852347198073,99.55846936044955,0.0
444,10475,0,6,10384,45,52,0,45,10436,0,99.5706516553764,99.5706516553764,0.0,5,47,10428,1,99.54202843240148,99.55131264916469,83.33333333333334
443,11543,23,220,8293,1675,1818,14,1661,10102,9,85.83064652978109,85.87945252061549,60.86956521739131,148,1670,9896,72,85.21975224843034,85.56112744250389,67.27272727272727
485,6738,3,134,2355,387,4133,3,384,6488,0,94.41454545454545,94.41210710128057,100.0,95,4038,2703,39,40.698181818181816,40.09790832220739,70.8955223880597
484,8673,2,18,8488,70,135,0,70,8621,2,99.1717473829518,99.19456909446554,0.0,1,134,8541,17,98.26297020591281,98.45533141210375,5.555555555555555
212,9063,12,48,8384,302,437,12,290,8821,0,96.82122108955387,96.81703435407749,100.0,42,395,8680,6,95.60451605831415,95.64738292011019,87.5
437,490,0,0,316,107,67,0,107,383,0,78.16326530612245,78.16326530612245,0.0,0,67,423,0,86.3265306122449,86.3265306122449,0.0
219,5109,0,1,5019,27,64,0,27,5083,0,99.47162426614481,99.47162426614481,0.0,0,64,5045,1,98.72798434442271,98.74730867097279,0.0
452,10119,23,380,2941,3398,4183,17,3381,7118,6,67.8103022239118,67.79693304124203,73.91304347826086,296,3887,6255,84,62.260026610910465,61.67422599092881,77.89473684210526
401,6982,0,1,6889,23,71,0,23,6960,0,99.67062866962624,99.67062866962624,0.0,1,70,6912,0,98.99756551625376,98.99742194213692,100.0
451,1784,0,1,1569,89,127,0,89,1696,0,95.01400560224089,95.01400560224089,0.0,0,127,1657,1,92.82913165266106,92.88116591928251,0.0
230,5235,0,2,5226,4,7,0,4,5233,0,99.92362039335497,99.92362039335497,0.0,2,5,5230,0,99.90452549169372,99.90448901623687,100.0
439,9821,0,3,9637,75,112,0,75,9749,0,99.23656351791531,99.23656351791531,0.0,0,112,9709,3,98.8293973941368,98.85958660014256,0.0
216,6876,0,1,6580,95,202,0,95,6782,0,98.61858368474626,98.61858368474626,0.0,1,201,6675,0,97.0772139014105,97.07678883071553,100.0
476,2540,0,11,1065,471,1015,0,471,2080,0,81.53665229321835,81.53665229321835,0.0,4,1011,1529,7,60.094080752646015,60.196850393700785,36.36363636363637
403,3825,0,0,3809,3,13,0,3,3822,0,99.92156862745098,99.92156862745098,0.0,0,13,3812,0,99.66013071895425,99.66013071895425,0.0
