Number,Normal,PAC,PVC,pred_Normal,pred_PAC,pred_PVC,tp_PAC,fp_PAC,tn_PAC,fn_PAC,acc_PAC,sp_PAC,sn_PAC,tp_PVC,fp_PVC,tn_PVC,fn_PVC,acc_PVC,sp_PVC,sn_PVC
211,999,0,0,965,19,15,0,19,980,0,98.09809809809809,98.09809809809809,0.0,0,15,984,0,98.49849849849849,98.49849849849849,0.0
454,1573,6,54,1438,55,140,0,55,1572,6,96.2645437844458,96.61954517516902,0.0,4,136,1443,50,88.60992039191672,91.38695376820772,7.4074074074074066
482,5275,0,48,4202,437,684,0,437,4886,0,91.79034379109525,91.79034379109525,0.0,40,644,4631,8,87.75126808190869,87.7914691943128,83.33333333333334
281,3310,0,27,114,455,2768,0,455,2882,0,86.36499850164819,86.36499850164819,0.0,23,2745,565,4,17.62061732094696,17.069486404833835,85.18518518518519
218,7474,0,3,7429,17,31,0,17,7460,0,99.7726360839909,99.7726360839909,0.0,0,31,7443,3,99.5452721679818,99.58522879314958,0.0
444,10475,0,6,10374,43,64,0,43,10438,0,99.58973380402634,99.58973380402634,0.0,6,58,10417,0,99.4466176891518,99.44630071599046,100.0
443,11543,23,220,3675,5679,2432,15,5664,6099,8,51.87510605803496,51.84901810762561,65.21739130434783,154,2278,9288,66,80.11199728491431,80.30434030779871,70.0
485,6738,3,134,741,956,5178,3,953,5919,0,86.13818181818182,86.13213038416764,100.0,101,5077,1664,33,25.672727272727276,24.68476487168076,75.3731343283582
484,8673,2,18,8426,77,190,0,77,8614,2,99.091222822961,99.11402600391209,0.0,1,189,8486,17,97.63027723455654,97.82132564841498,5.555555555555555
212,9063,12,48,8263,309,551,12,297,8814,0,96.74449194343966,96.74020414883108,100.0,44,507,8568,4,94.39877233366218,94.41322314049587,91.66666666666666
437,490,0,0,157,258,75,0,258,232,0,47.3469387755102,47.3469387755102,0.0,0,75,415,0,84.6938775510204,84.6938775510204,0.0
219,5109,0,1,5013,32,65,0,32,5078,0,99.37377690802349,99.37377690802349,0.0,0,65,5044,1,98.70841487279843,98.72773536895674,0.0
452,10119,23,380,2008,3703,4811,18,3685,6814,5,64.93062155483749,64.9014191827793,78.26086956521739,321,4490,5652,59,56.76677437749478,55.72865312561625,84.47368421052632
401,6982,0,1,6875,38,70,0,38,6945,0,99.45582128025204,99.45582128025204,0.0,1,69,6913,0,99.0118860088787,99.01174448582069,100.0
451,1784,0,1,1415,254,116,0,254,1531,0,85.7703081232493,85.7703081232493,0.0,0,116,1668,1,93.4453781512605,93.49775784753363,0.0
230,5235,0,2,5224,9,4,0,9,5228,0,99.82814588504868,99.82814588504868,0.0,2,2,5233,0,99.96181019667749,99.96179560649475,100.0
439,9821,0,3,9621,77,126,0,77,9747,0,99.21620521172639,99.21620521172639,0.0,0,126,9695,3,98.68688925081433,98.71703492516038,0.0
216,6876,0,1,6537,108,232,0,108,6769,0,98.42954776792206,98.42954776792206,0.0,1,231,6645,0,96.64097717027774,96.64048865619547,100.0
476,2540,0,11,502,861,1188,0,861,1690,0,66.2485299882399,66.2485299882399,0.0,8,1180,1360,3,53.62602900823207,53.54330708661418,72.72727272727273
403,3825,0,0,3811,7,7,0,7,3818,0,99.81699346405229,99.81699346405229,0.0,0,7,3818,0,99.81699346405229,99.81699346405229,0.0
