0.37260000000000004,0.0038000000000000035,0.005632066184761078,0.12196277392214254,0.37,0.376,0.368,0.374,0.37,0.372,N
0.3727272727272728,0.0049925564428167256,3.4460080157268124e-05,0.09030519222669087,0.364,0.374,0.368,0.374,0.376,0.37,N
0.3729090909090909,0.0042949133858246275,0.0037519765624083002,0.10139890390185231,0.366,0.376,0.368,0.374,0.372,0.372,N
0.372,0.005138093031466056,0.000601023947062887,0.08902788816102283,0.368,0.378,0.368,0.374,0.368,0.374,N
0.371,0.006767569726275458,0.0050088018059127526,0.1084313258163814,0.366,0.378,0.364,0.376,0.384,0.364,N
0.3723636363636364,0.003983436781855757,-0.00011358257546615566,0.08486351290488596,0.368,0.376,0.368,0.376,0.376,0.366,N
0.37163636363636365,0.003891079010733221,-0.006650117866230638,0.15374133545320992,0.368,0.376,0.366,0.376,0.366,0.374,N
0.3727272727272728,0.004114075817812643,-0.006262482530217368,0.10566907022402874,0.37,0.378,0.366,0.376,0.372,0.37,N
0.3721818181818182,0.004549089455707932,0.005161561968128895,0.11453424745835256,0.368,0.376,0.368,0.376,0.378,0.366,N
0.37036363636363634,0.0036994527180683316,-0.008831069492864123,0.1577416571380474,0.366,0.374,0.368,0.376,0.368,0.372,N
0.3712,0.0037094473981982845,0.004240348221069847,0.10707249306597942,0.366,0.374,0.366,0.376,0.368,0.374,N
0.36999999999999994,0.00390803368367358,0.005103655194827709,0.10285409272080548,0.368,0.374,0.366,0.374,0.364,0.376,N
0.3696363636363637,0.00457806484073243,-0.01175312853928139,0.14714164439135147,0.364,0.372,0.366,0.376,0.366,0.374,N
0.3710909090909091,0.004122103290456234,0.0004748574001939771,0.08801927700878508,0.364,0.376,0.366,0.376,0.372,0.37,N
0.37072727272727274,0.004534532332123613,-0.0012241096887799024,0.09203322974912251,0.366,0.374,0.366,0.374,0.366,0.374,N
0.37127272727272725,0.0038397658330805266,-0.009927336314729213,0.1625855714151061,0.368,0.374,0.366,0.374,0.366,0.374,N
0.37079999999999996,0.004833218389437834,0.006472831551302473,0.126187569698083,0.368,0.374,0.366,0.378,0.366,0.372,N
0.3714,0.005295280917949495,0.00029683392547189084,0.0905134778029945,0.368,0.374,0.368,0.378,0.364,0.376,N
0.3718181818181818,0.0038569460791993537,-0.0015003572002490705,0.08932706665371141,0.368,0.378,0.366,0.376,0.368,0.374,N
0.3718181818181818,0.005219163670693577,-0.007628880446797019,0.14257497257977403,0.368,0.378,0.364,0.376,0.376,0.368,N
0.3709090909090909,0.003654500225862145,-0.00028350264201532213,0.09194789184210474,0.366,0.374,0.368,0.376,0.368,0.374,N
0.3712,0.004118252056394804,0.009358818630729331,0.12815748202275837,0.368,0.374,0.366,0.376,0.366,0.376,N
0.36999999999999994,0.004264014327112212,-0.006302157351397755,0.11124783352127145,0.364,0.374,0.366,0.374,0.368,0.376,N
0.3708,0.003919183588453089,0.005725011839493967,0.11562297534176404,0.366,0.376,0.366,0.376,0.368,0.374,N
0.37036363636363634,0.00416200841536713,-0.011430632343255651,0.18211716480760917,0.368,0.376,0.364,0.376,0.366,0.374,N
0.37090909090909085,0.004378761665015384,-0.0004983445071862826,0.09445341234881287,0.368,0.376,0.368,0.376,0.366,0.374,N
0.37127272727272725,0.004024717022032487,-0.01611916259173218,0.21348505137888577,0.366,0.374,0.368,0.374,0.366,0.372,N
0.3714545454545455,0.004678065574643134,-0.011999284768003172,0.1425159693278431,0.368,0.378,0.364,0.374,0.364,0.376,N
0.37100000000000005,0.005882176467941102,0.004760949530235849,0.11076364673422492,0.366,0.376,0.364,0.376,0.364,0.376,N
0.37127272727272725,0.004614028196527103,-0.017913870074768433,0.2398046665588474,0.364,0.374,0.366,0.376,0.368,0.374,N
0.37060000000000004,0.0045650848842053345,0.007852612747238983,0.11526001788820889,0.366,0.374,0.366,0.374,0.364,0.374,N
0.3698181818181819,0.004302603478617907,-0.007868231997367687,0.12015978877310603,0.366,0.374,0.366,0.374,0.364,0.376,N
0.37,0.004098780306383843,0.0005939571497887055,0.09259714036719661,0.366,0.374,0.366,0.374,0.368,0.374,N
0.3696363636363636,0.004885465033652514,0.0004925369646392987,0.09605305244891994,0.366,0.374,0.366,0.374,0.364,0.374,N
0.3694545454545455,0.0049792959773196956,-0.0012527923188362029,0.09307935318932341,0.366,0.378,0.362,0.376,0.364,0.374,N
0.3702,0.003944616584663207,0.010030517727521645,0.13248268938510951,0.368,0.374,0.366,0.374,0.366,0.376,N
0.3702,0.0048538644398046435,0.005873741148205235,0.1107925220095093,0.366,0.374,0.366,0.374,0.364,0.374,N
0.3698181818181819,0.004706246947470835,0.00042958939564293787,0.09204602933894186,0.368,0.374,0.364,0.376,0.366,0.374,N
0.3694545454545455,0.004979295977319696,-0.0013843548705872802,0.09548609122930633,0.364,0.374,0.366,0.374,0.366,0.376,N
0.3690909090909091,0.005615798258720187,-0.0007764739823043231,0.09267273059744209,0.366,0.376,0.364,0.376,0.364,0.376,N
0.3694,0.005444263035526485,0.00625072565875711,0.12675036390987343,0.364,0.374,0.364,0.376,0.364,0.374,N
0.3705454545454545,0.005399724510879095,-0.0013691243659722792,0.0905328057532826,0.364,0.378,0.364,0.376,0.364,0.376,N
0.3709090909090909,0.004209395237378268,-0.001856554374448318,0.09676386163634236,0.366,0.374,0.366,0.374,0.366,0.376,N
