0.564,0.548,0.576,0.556,0.564,1.152,N
1.136,0.552,0.588,1.144,0.54,0.568,N
0.552,0.588,1.144,0.54,0.584,0.552,N
0.588,1.144,0.54,0.584,0.552,0.604,N
0.588,1.144,0.54,0.584,0.552,0.604,N
1.144,0.54,0.568,0.568,0.604,0.56,N
1.144,0.54,0.584,0.552,0.604,0.56,N
0.54,0.584,0.552,0.604,0.56,0.572,N
0.572,0.552,0.592,0.572,0.552,0.576,N
0.552,0.592,0.572,0.552,0.576,0.568,N
0.56,0.572,0.552,0.576,0.568,0.576,N
0.572,0.552,0.576,0.568,0.576,0.584,N
0.552,0.576,0.568,0.576,0.6,0.556,N
0.584,0.552,0.592,0.568,0.572,0.54,N
0.552,0.592,0.568,0.552,0.56,1.176,N
0.592,0.568,0.552,0.56,1.176,0.552,N
0.568,0.552,0.56,1.176,0.552,0.56,N
0.552,0.56,1.176,0.528,0.584,0.576,N
0.54,1.176,0.528,0.6,0.576,0.584,N
1.176,0.528,0.6,0.56,0.584,0.56,N
0.528,0.6,0.576,0.584,0.564,0.588,N
0.58,0.564,0.568,0.576,0.588,0.564,N
2.268,0.592,0.544,0.544,0.592,0.592,N
2.268,0.592,0.544,0.544,0.592,0.576,N
2.268,0.592,0.544,0.564,0.572,0.592,N
0.592,0.544,0.564,0.572,0.576,0.6,N
0.592,0.544,0.544,0.592,0.592,0.584,N
0.592,0.544,0.544,0.592,0.576,0.6,N
0.592,0.544,0.564,0.572,0.576,0.6,N
0.544,0.544,0.592,0.576,0.6,0.556,N
0.544,0.592,0.576,0.6,0.556,2.288,N
0.592,0.576,0.6,0.556,2.312,1.092,N
0.576,0.6,0.556,2.288,1.116,0.584,N
0.576,0.6,0.556,2.288,1.116,0.584,N
0.6,0.556,2.288,1.116,0.584,0.584,N
0.556,2.288,1.116,0.584,0.584,0.544,N
1.116,0.584,0.584,0.544,1.16,1.688,N
1.116,0.584,0.584,0.528,1.176,1.688,N
0.584,0.584,0.528,1.16,1.728,1.152,N
0.584,0.528,1.176,1.712,1.152,0.552,N
0.544,1.144,1.728,1.152,0.552,0.56,N
1.16,1.688,1.176,0.552,0.56,0.588,N
1.712,1.152,0.552,0.56,0.564,0.592,N
1.176,0.552,0.56,0.588,0.568,0.58,N
1.176,0.552,0.56,0.588,0.568,0.58,N
0.552,0.56,0.564,0.592,0.58,0.572,N
0.56,0.588,0.568,0.58,0.572,0.564,N
0.56,0.588,0.6,0.548,0.572,0.564,N
0.564,0.624,0.548,0.552,0.584,0.56,N
0.624,0.548,0.572,0.564,0.56,0.576,N
0.548,0.572,0.564,0.56,0.576,0.56,N
0.58,0.584,0.56,0.576,0.56,0.584,N
0.584,0.56,0.576,0.56,0.584,0.572,N
0.56,0.576,0.56,0.584,0.572,0.588,N
0.576,0.56,0.584,0.572,0.588,0.548,N
0.56,0.584,0.572,0.588,0.548,0.564,N
0.584,0.572,0.588,0.548,0.564,0.604,N
0.572,0.588,0.548,0.548,0.62,0.588,N
0.552,0.584,0.564,0.568,0.572,0.592,N
0.584,0.564,0.588,0.552,0.592,0.56,N
0.564,0.588,0.552,0.592,0.56,0.6,N
1.164,1.116,0.56,0.588,0.584,0.6,N
1.116,0.56,0.588,0.584,0.6,0.592,N
1.116,0.56,0.616,0.556,0.6,0.592,N
1.116,0.56,0.616,0.58,0.576,0.592,N
1.116,0.56,0.588,0.584,0.6,0.592,N
1.116,0.56,0.616,0.58,0.576,0.592,N
1.116,0.56,0.588,0.608,0.576,0.592,N
0.56,0.588,0.584,0.6,0.592,0.628,N
0.56,0.588,0.608,0.576,0.592,0.628,N
0.616,0.58,0.576,0.592,0.644,1.064,N
0.556,0.6,0.592,0.628,1.08,2.316,N
0.576,0.592,0.628,1.08,2.316,1.18,N
1.192,0.552,0.58,0.592,0.564,2.292,N
1.184,0.556,0.604,0.592,0.564,2.316,N
0.556,0.604,0.592,0.564,2.316,0.56,N
0.604,0.592,0.564,2.316,0.56,0.608,N
0.604,0.592,0.564,2.292,0.584,0.592,N
0.592,0.564,2.292,0.584,0.592,0.604,N
0.564,2.292,0.584,0.592,0.604,0.56,N
2.292,0.584,0.608,0.588,0.56,0.564,N
0.584,0.608,0.588,0.56,0.564,0.584,N
0.592,0.604,0.56,0.564,0.584,0.576,N
0.588,0.56,0.564,0.584,0.576,0.58,N
0.588,0.56,0.564,0.584,0.576,0.58,N
0.56,0.564,0.584,0.576,0.58,0.592,N
0.564,0.584,0.576,0.58,0.572,0.58,N
0.584,0.576,0.58,0.592,0.56,0.568,N
0.576,0.58,0.572,0.58,0.568,0.592,N
0.584,0.576,0.576,0.568,0.58,0.584,N
