1.416,1.87,2.324,2.792,N
1.862,2.332,2.794,3.246,N
1.388,1.87,2.332,2.786,N
1.414,1.872,2.33,2.784,N
1.416,1.87,2.326,2.8,N
1.846,2.33,2.8,3.276,N
1.378,1.862,2.33,2.792,N
1.386,1.864,2.33,2.788,N
1.876,2.338,2.786,3.214,N
1.894,2.332,2.778,3.218,N
1.446,1.882,2.326,2.78,N
1.444,1.872,2.33,2.822,N
1.894,2.346,2.8,3.25,N
1.892,2.342,2.794,3.242,N
1.892,2.338,2.786,3.242,N
1.45,1.904,2.338,2.794,N
1.446,1.88,2.334,2.824,N
1.408,1.862,2.34,2.838,N
1.864,2.356,2.814,3.276,N
1.386,1.886,2.342,2.796,N
1.42,1.88,2.334,2.792,N
1.422,1.876,2.332,2.83,N
1.38,1.84,2.334,2.83,N
1.35,1.848,2.338,3.28,N
1.88,2.362,2.822,3.284,N
1.88,2.356,2.822,3.3,N
0.93,1.87,2.332,2.814,N
1.406,1.87,2.344,2.818,N
1.386,1.856,2.334,2.832,N
1.364,1.856,2.354,3.276,N
1.396,1.892,2.346,2.816,N
1.42,1.88,2.34,2.822,N
1.87,2.334,2.814,3.272,N
1.402,1.872,2.332,2.796,N
1.87,2.332,2.814,3.254,N
1.41,1.872,2.348,2.794,N
1.42,1.902,2.34,2.786,N
1.46,1.912,2.338,2.778,N
1.476,1.908,2.334,2.784,N
1.466,1.898,2.332,2.802,N
1.88,2.354,2.784,3.212,N
1.45,1.908,2.334,2.778,N
1.906,2.332,2.786,3.212,N
1.472,1.906,2.352,2.786,N
1.46,1.908,2.34,2.766,N
1.484,1.908,2.334,2.766,N
1.482,1.908,2.334,2.784,N
1.46,1.904,2.332,2.794,N
1.446,1.876,2.338,2.792,N
1.418,1.878,2.332,2.786,N
1.446,1.898,2.334,2.784,N
1.452,1.906,2.338,2.774,N
1.458,1.906,2.332,2.788,N
1.45,1.88,2.334,2.794,N
1.416,1.872,2.332,2.792,N
1.414,1.872,2.332,2.838,N
1.38,1.84,2.344,2.818,N
1.376,1.876,2.344,2.81,N
1.414,1.876,2.334,3.258,N
1.418,1.876,2.332,2.8,N
1.414,1.872,2.332,2.8,N
1.876,2.34,2.824,3.28,N
1.868,2.344,2.794,3.25,N
1.886,2.334,2.794,3.246,N
1.878,2.334,2.788,3.268,N
1.876,2.332,2.81,3.3,N
1.868,2.332,2.824,3.328,N
1.84,2.332,2.832,3.312,N
1.84,2.342,2.822,3.284,N
1.876,2.34,2.814,3.272,N
1.41,1.876,2.338,2.796,N
1.872,2.332,2.786,3.246,N
1.88,2.332,2.794,3.272,N
1.87,2.33,2.794,3.276,N
1.872,2.338,2.818,3.278,N
1.872,2.348,2.802,3.254,N
1.88,2.338,2.792,3.224,N
1.436,1.89,2.338,2.782,N
1.906,2.334,2.788,3.25,N
1.898,2.338,2.802,3.244,N
1.882,2.344,2.788,3.212,N
1.444,1.906,2.354,2.78,N
1.462,1.906,2.332,2.762,N
1.028,1.48,1.904,2.332,N
1.422,1.862,2.332,2.804,N
1.38,1.858,2.332,2.796,N
1.872,2.338,2.816,3.25,N
1.414,1.876,2.354,2.792,N
1.904,2.338,2.784,3.222,N
1.9,2.332,2.782,3.262,N
1.88,2.33,2.818,3.306,N
1.846,2.332,2.822,3.316,N
1.84,2.33,2.822,3.27,N
1.864,2.346,2.794,3.272,N
1.892,2.338,2.816,3.25,N
1.418,1.872,2.338,2.788,N
1.42,1.898,2.332,2.788,N
1.44,1.876,2.332,2.814,N
1.408,1.856,2.332,2.826,N
1.842,2.346,2.816,3.28,N
1.38,1.878,2.352,2.822,N
1.872,2.334,2.822,3.288,N
1.868,2.338,2.818,3.28,N
1.87,2.334,2.81,3.278,N
1.872,2.334,2.814,3.272,N
1.414,1.876,2.354,2.808,N
1.872,2.33,2.816,3.28,N
1.85,2.332,2.802,3.25,N
1.38,1.854,2.332,2.824,N
1.842,2.34,2.81,3.268,N
1.88,2.352,2.804,3.278,N
1.878,2.334,2.81,3.284,N
1.414,1.87,2.332,2.818,N
1.388,1.868,2.332,2.818,N
1.392,1.872,2.348,2.8,N
1.884,2.338,2.792,3.25,N
1.88,2.332,2.792,3.276,N
1.422,1.876,2.332,2.816,N
1.864,2.332,2.814,3.29,N
1.38,1.864,2.33,2.822,N
1.868,2.354,2.792,3.214,N
1.414,1.906,2.344,2.77,N
1.908,2.332,2.778,3.248,N
1.898,2.332,2.816,3.286,N
1.864,2.332,2.818,3.258,N
1.87,2.344,2.788,3.222,N
1.9,2.34,2.778,3.21,N
1.452,1.906,2.332,2.766,N
1.476,1.906,2.332,2.794,N
1.872,2.332,2.788,3.27,N
1.872,2.332,2.81,3.246,N
1.876,2.36,2.792,3.212,N
1.438,1.906,2.348,2.76,N
1.48,1.914,2.332,2.786,N
1.48,1.898,2.338,2.794,N
1.438,1.88,2.334,2.822,N
1.408,1.868,2.338,2.822,N
1.384,1.87,2.344,2.788,N
